    31 K2 -1.7347234759768071e-018  1.6000000000001011e-003 
    32 K2  4.8791791042807845e-004  1.0375975909701072e-003 
    33 K2  2.6787840265555824e-004  6.4671567275811903e-004 
    34 K2  7.1480612745387830e-004  7.7880272513911042e-004 
    35 K2  4.9497474683057874e-004  4.9497474683010678e-004 
    36 K2  8.0417448263225833e-004  4.4130465626809884e-004 
    37 K2  1.0766220570531185e-003  5.8157164099109638e-004 
    38 K2  1.1313708498984784e-003  1.1313708498981165e-003 
    39 K2  1.4782072520180584e-003  6.1229349178409931e-004 
    40 K2  6.4671567275789796e-004  2.6787840265510282e-004 
    41 K2  1.0376606554962685e-003  2.9589235944710296e-004 
    42 K2  8.3336743039422873e-004  1.8160867765110164e-004 
    43 K2  6.9999999999999837e-004  1.1102230246251564e-016 
    44 K2  9.7825136581035799e-004 -9.7087856360894551e-005 
    45 K2  6.4671567275789796e-004 -2.6787840265587998e-004 
    46 K2  1.1313708498984784e-003 -1.1313708498988937e-003 
    47 K2  1.4782072520180584e-003 -6.1229349178390502e-004 
    48 K2  7.4060376419300862e-004  1.1178471181141068e-003 
    49 K2 -1.2542500522657613e-003 -3.0347123945090310e-004 
    50 K2 -1.6000000000000016e-003  1.1102230246251564e-016 
    51 K2  7.4762032452487838e-004 -1.0910321053588798e-003 
    52 K2  1.2934285079011683e-003  2.2958013928212059e-004 
    53 K2  1.5999999999999986e-003  1.1102230246251564e-016 
    54 K2  1.2916839173148882e-003 -2.5287353370390114e-004 
    55 K2 -2.2242895725358130e-004 -1.2910090083788903e-003 
    56 K2 -1.2694213459031514e-003  2.9451170357211448e-004 
    57 K2 -1.4782072520180614e-003  6.1229349178409931e-004 
    58 K2 -1.1313708498984819e-003  1.1313708498981165e-003 
    59 K2 -4.9497474683058134e-004  4.9497474683010678e-004 
    60 K2 -6.7158099959569156e-004  8.3062581308510064e-004 
    61 K2 -7.3072255616842170e-004  1.1347868064811026e-003 
    62 K2 -6.1229349178414192e-004  1.4782072520181098e-003 
    63 K2 -4.4294044484869191e-004  1.0510631135811075e-003 
    64 K2 -2.6787840265556171e-004  6.4671567275811903e-004 
    65 K2 -1.7347234759768071e-018  7.0000000000011709e-004 
    66 K2 -1.5735486265825143e-004  9.5186547199110894e-004 
    67 K2 -2.1773935027715168e-004  1.2639959193541104e-003 
} 
{ NODE .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
    68 
     0 S      0 
     1 S      1 
     2 S      2 
     3 S      3 
     4 S      4 
     5 S      5 
     6 S      6 
     7 S      7 
     8 S      8 
     9 S      9 
    10 S     10 
    11 S     11 
    12 S     12 
    13 S     13 
    14 S     14 
    15 S     15 
    16 S     16 
    17 S     17 
    18 S     18 
    19 S     19 
    20 S     20 
    21 S     21 
    22 S     22 
    23 S     23 
    24 S     24 
    25 S     25 
    26 S     26 
    27 S     27 
    28 S     28 
    29 S     29 
    30 S     30 
    31 S     31 
    32 S     32 
    33 S     33 
    34 S     34 
    35 S     35 
    36 S     36 
    37 S     37 
    38 S     38 
    39 S     39 
    40 S     40 
    41 S     41 
    42 S     42 
    43 S     43 
    44 S     44 
    45 S     45 
    46 S     46 
    47 S     47 
    48 S     48 
    49 S     49 
    50 S     50 
    51 S     51 
    52 S     52 
    53 S     53 
    54 S     54 
    55 S     55 
    56 S     56 
    57 S     57 
    58 S     58 
    59 S     59 
    60 S     60 
    61 S     61 
    62 S     62 
    63 S     63 
    64 S     64 
    65 S     65 
    66 S     66 
    67 S     67 
} 
{ EDGE .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
   172 
     0 S      1      2 
     1 S      0      2 
     2 S      0      1 
     3 S      1      3 
     4 S      0      3 
     5 S      3      4 
     6 S      1      4 
     7 S      4      5 
     8 S      1      5 
     9 S      6      4 
    10 S      3      6 
    11 S      7      6 
    12 S      7      3 
    13 S      8      3 
    14 S      8      7 
    15 S      3      9 
    16 S      8      9 
    17 S      0      9 
    18 S      6     10 
    19 S      7     10 
    20 S     11     10 
    21 S     11      6 
    22 S     13     11 
    23 S     12     11 
    24 S     12     13 
    25 S     14     11 
    26 S     13     14 
    27 S     12     10 
    28 S      9     15 
    29 S      0     15 
    30 S     16     15 
    31 S     16      9 
    32 S     17     15 
    33 S      0     17 
    34 S     18     15 
    35 S     18     17 
    36 S     19     17 
    37 S     19     18 
    38 S     21     22 
    39 S     20     22 
    40 S     20     21 
    41 S     22     23 
    42 S     20     23 
    43 S     22     18 
    44 S     21     18 
    45 S     24     18 
    46 S     24     21 
    47 S     22     19 
    48 S     19     25 
    49 S     22     25 
    50 S     26     25 
    51 S     19     26 
    52 S     24     15 
    53 S     23     27 
    54 S     20     27 
    55 S     28     27 
    56 S     28     23 
    57 S     30     31 
    58 S     29     31 
    59 S     29     30 
    60 S     30     32 
    61 S     29     32 
    62 S     33     32 
    63 S     33     29 
    64 S     34     32 
    65 S     33     34 
    66 S     35     34 
    67 S     33     35 
    68 S     34     36 
    69 S     35     36 
    70 S     37     36 
    71 S     34     37 
    72 S     37     39 
    73 S     38     39 
    74 S     38     37 
    75 S     34     38 
    76 S     40     36 
    77 S     40     35 
    78 S     41     36 
    79 S     37     41 
    80 S     42     36 
    81 S     40     42 
    82 S     43     42 
    83 S     43     40 
    84 S     42     41 
    85 S     44     41 
    86 S     44     42 
    87 S     43     44 
    88 S     45     44 
    89 S     45     43 
    90 S     44     27 
    91 S     45     27 
    92 S     28     44 
    93 S     46     23 
    94 S     28     46 
    95 S     46     47 
    96 S     28     47 
    97 S     20     45 
    98 S     38     48 
    99 S     34     48 
   100 S     30     48 
   101 S     30     38 
   102 S     32     48 
   103 S      6     49 
   104 S     11     49 
   105 S     50     49 
   106 S     11     50 
   107 S      5     49 
   108 S     50      5 
   109 S     25     51 
   110 S     22     51 
   111 S     46     51 
   112 S     46     25 
   113 S     23     51 
   114 S     39     52 
   115 S     37     52 
   116 S     53     52 
   117 S     39     53 
   118 S     41     52 
   119 S     44     52 
   120 S     47     54 
   121 S     28     54 
   122 S     53     54 
   123 S     47     53 
   124 S     44     54 
   125 S     52     54 
   126 S     26     55 
   127 S     19     55 
   128 S      2     55 
   129 S      2     26 
   130 S     17     55 
   131 S      0     55 
   132 S     50     56 
   133 S     11     56 
   134 S     57     56 
   135 S     57     50 
   136 S     14     56 
   137 S     14     57 
   138 S     58     57 
   139 S     14     58 
   140 S     14     60 
   141 S     59     60 
   142 S     59     14 
   143 S     58     60 
   144 S     60     61 
   145 S     58     61 
   146 S     61     62 
   147 S     58     62 
   148 S     63     61 
   149 S     60     63 
   150 S     64     63 
   151 S     64     60 
   152 S     64     66 
   153 S     65     66 
   154 S     65     64 
   155 S     29     66 
   156 S     65     29 
   157 S     66     63 
   158 S     63     62 
   159 S     31     67 
   160 S     29     67 
   161 S     62     67 
   162 S     31     62 
   163 S     66     67 
   164 S     63     67 
   165 S      4     49 
   166 S     12      7 
   167 S     64     59 
   168 S     16      8 
   169 S     24     16 
   170 S     59     13 
   171 S     33     65 
} 
{ FACE .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
   104 
     0 T      0      1      2 
     1 T      3      4      2 
     2 T      5      6      3 
     3 T      7      8      6 
     4 T      9      5     10 
     5 T     10     11     12 
     6 T     12     13     14 
     7 T     15     16     13 
     8 T     15     17      4 
     9 T     18     19     11 
    10 T     18     20     21 
    11 T     22     23     24 
    12 T     25     22     26 
    13 T     20     27     23 
    14 T     28     29     17 
    15 T     28     30     31 
    16 T     32     29     33 
    17 T     32     34     35 
    18 T     35     36     37 
    19 T     38     39     40 
    20 T     41     42     39 
    21 T     43     44     38 
    22 T     44     45     46 
    23 T     37     43     47 
    24 T     48     49     47 
    25 T     50     48     51 
    26 T     34     52     45 
    27 T     53     54     42 
    28 T     53     55     56 
    29 T     57     58     59 
    30 T     60     61     59 
    31 T     61     62     63 
    32 T     64     62     65 
    33 T     66     65     67 
    34 T     68     69     66 
    35 T     70     68     71 
    36 T     72     73     74 
    37 T     74     71     75 
    38 T     69     76     77 
    39 T     78     70     79 
    40 T     80     76     81 
    41 T     81     82     83 
    42 T     84     85     86 
    43 T     86     82     87 
    44 T     87     88     89 
    45 T     78     80     84 
    46 T     90     91     88 
    47 T     90     55     92 
    48 T     93     56     94 
    49 T     95     96     94 
    50 T     91     54     97 
    51 T     98     99     75 
    52 T     98    100    101 
    53 T    102    100     60 
    54 T    102     99     64 
    55 T    103    104     21 
    56 T    105    104    106 
    57 T    107    105    108 
    58 T    109    110     49 
    59 T    109    111    112 
    60 T    113    111     93 
    61 T    113    110     41 
    62 T    114    115     72 
    63 T    116    114    117 
    64 T    118    115     79 
    65 T    118    119     85 
    66 T    120    121     96 
    67 T    122    120    123 
    68 T    124    121     92 
    69 T    125    122    116 
    70 T    125    124    119 
    71 T    126    127     51 
    72 T    126    128    129 
    73 T    130    127     36 
    74 T    128    131      1 
    75 T    130    131     33 
    76 T    132    133    106 
    77 T    132    134    135 
    78 T    134    136    137 
    79 T    138    137    139 
    80 T    140    141    142 
    81 T    143    140    139 
    82 T    144    145    143 
    83 T    146    147    145 
    84 T    148    144    149 
    85 T    149    150    151 
    86 T    152    153    154 
    87 T    155    153    156 
    88 T    157    150    152 
    89 T    146    158    148 
    90 T    133    136     25 
    91 T    159    160     58 
    92 T    161    159    162 
    93 T    163    160    155 
    94 T    161    164    158 
    95 T    164    163    157 
    96 T    107    165      7 
    97 T    165    103      9 
    98 T     19     27    166 
    99 T    141    151    167 
   100 T     16     31    168 
   101 T     30     52    169 
   102 T     26    142    170 
   103 T    156     63    171 
} 
{ POLY_EDGES .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
     4 
     0 S COAX_PIN_2 { AI 16     83     89     97     40     77     67    171    154 
   167     46    169    168     14    166     24    170 
} 
     1 S Coaxes { AI 16     73    101     57    117    123     50    112     95 
   129      0      8    162    147    138    135    108 
} 
     2 S WavePort2 { AI 16     83     89     97     40     77     67    171    154 
   167     46    169    168     14    166     24    170 
} 
     3 S sP_COAX_PIN_2 { AI 2     26    139 } 
} 
{ POLY_FACES .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
     1 
     0 S COAX_2 { AI 104      0      1      2      3      4      5      6      7 
     8      9     10     11     12     13     14     15 
    16     17     18     19     20     21     22     23 
    24     25     26     27     28     29     30     31 
    32     33     34     35     36     37     38     39 
    40     41     42     43     44     45     46     47 
    48     49     50     51     52     53     54     55 
    56     57     58     59     60     61     62     63 
    64     65     66     67     68     69     70     71 
    72     73     74     75     76     77     78     79 
    80     81     82     83     84     85     86     87 
    88     89     90     91     92     93     94     95 
    96     97     98     99    100    101    102    103 
} 
} 
{ MESH .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
     6 
Positions .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
Nodes .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
Edges .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
Faces .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
PolyEdges .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
PolyFaces .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
} 
{ CARRIER .\3x5patch_2ndOrderWavePort2\3x5patch_2ndOrderWavePort2 
   344 
     0 N      0 EV_APV { AI 1      9 } { AI 1     14 } 
     1 N      1 EV_APV { AI 1     10 } { AI 1     15 } 
     2 N      2 EV_APV { AI 1     11 } { AI 1     16 } 
     3 N      3 EV_APV { AI 1     23 } { AI 1     26 } 
     4 N      4 EV_APV { AI 1     33 } { AI 1     36 } 
     5 N      5 EV_APV { AI 1     43 } { AI 1     46 } 
     6 N      6 EV_APV { AI 1     53 } { AI 1     56 } 
     7 N      7 EV_APV { AI 1     63 } { AI 1     66 } 
     8 N      8 EV_APV { AI 1     73 } { AI 1     76 } 
     9 N      9 EV_APV { AI 1     83 } { AI 1     86 } 
    10 N     10 EV_APV { AI 1     98 } { AI 1    101 } 
    11 N     11 EV_APV { AI 1    108 } { AI 1    111 } 
    12 N     12 EV_APV { AI 1    121 } { AI 1    125 } 
    13 N     13 EV_APV { AI 1    122 } { AI 1    126 } 
    14 N     14 EV_APV { AI 1    133 } { AI 1    136 } 
    15 N     15 EV_APV { AI 1    148 } { AI 1    151 } 
    16 N     16 EV_APV { AI 1    158 } { AI 1    161 } 
    17 N     17 EV_APV { AI 1    168 } { AI 1    171 } 
    18 N     18 EV_APV { AI 1    178 } { AI 1    181 } 
    19 N     19 EV_APV { AI 1    188 } { AI 1    191 } 
    20 N     20 EV_APV { AI 1    201 } { AI 1    206 } 
    21 N     21 EV_APV { AI 1    202 } { AI 1    207 } 
    22 N     22 EV_APV { AI 1    203 } { AI 1    208 } 
    23 N     23 EV_APV { AI 1    215 } { AI 1    218 } 
    24 N     24 EV_APV { AI 1    233 } { AI 1    236 } 
    25 N     25 EV_APV { AI 1    248 } { AI 1    251 } 
    26 N     26 EV_APV { AI 1    258 } { AI 1    261 } 
    27 N     27 EV_APV { AI 1    273 } { AI 1    276 } 
    28 N     28 EV_APV { AI 1    283 } { AI 1    286 } 
    29 N     29 EV_APV { AI 1    296 } { AI 1    301 } 
    30 N     30 EV_APV { AI 1    297 } { AI 1    302 } 
    31 N     31 EV_APV { AI 1    298 } { AI 1    303 } 
    32 N     32 EV_APV { AI 1    310 } { AI 1    313 } 
    33 N     33 EV_APV { AI 1    320 } { AI 1    323 } 
    34 N     34 EV_APV { AI 1    330 } { AI 1    333 } 
    35 N     35 EV_APV { AI 1    340 } { AI 1    343 } 
    36 N     36 EV_APV { AI 1    350 } { AI 1    353 } 
    37 N     37 EV_APV { AI 1    360 } { AI 1    363 } 
    38 N     38 EV_APV { AI 1    373 } { AI 1    377 } 
    39 N     39 EV_APV { AI 1    374 } { AI 1    378 } 
    40 N     40 EV_APV { AI 1    390 } { AI 1    393 } 
    41 N     41 EV_APV { AI 1    400 } { AI 1    403 } 
    42 N     42 EV_APV { AI 1    410 } { AI 1    413 } 
    43 N     43 EV_APV { AI 1    420 } { AI 1    423 } 
    44 N     44 EV_APV { AI 1    433 } { AI 1    436 } 
    45 N     45 EV_APV { AI 1    448 } { AI 1    451 } 
    46 N     46 EV_APV { AI 1    473 } { AI 1    476 } 
    47 N     47 EV_APV { AI 1    483 } { AI 1    486 } 
    48 N     48 EV_APV { AI 1    498 } { AI 1    501 } 
    49 N     49 EV_APV { AI 1    523 } { AI 1    526 } 
    50 N     50 EV_APV { AI 1    533 } { AI 1    536 } 
    51 N     51 EV_APV { AI 1    551 } { AI 1    554 } 
    52 N     52 EV_APV { AI 1    576 } { AI 1    579 } 
    53 N     53 EV_APV { AI 1    586 } { AI 1    589 } 
    54 N     54 EV_APV { AI 1    606 } { AI 1    609 } 
    55 N     55 EV_APV { AI 1    636 } { AI 1    639 } 
    56 N     56 EV_APV { AI 1    666 } { AI 1    669 } 
    57 N     57 EV_APV { AI 1    676 } { AI 1    679 } 
    58 N     58 EV_APV { AI 1    694 } { AI 1    697 } 
    59 N     59 EV_APV { AI 1    707 } { AI 1    711 } 
    60 N     60 EV_APV { AI 1    708 } { AI 1    712 } 
    61 N     61 EV_APV { AI 1    724 } { AI 1    727 } 
    62 N     62 EV_APV { AI 1    734 } { AI 1    737 } 
    63 N     63 EV_APV { AI 1    744 } { AI 1    747 } 
    64 N     64 EV_APV { AI 1    754 } { AI 1    757 } 
    65 N     65 EV_APV { AI 1    767 } { AI 1    771 } 
    66 N     66 EV_APV { AI 1    768 } { AI 1    772 } 
    67 N     67 EV_APV { AI 1    799 } { AI 1    802 } 
    68 L      0 EV_APV { AI 2      0      1 } { AI 1      2 } 
    69 L      1 EV_APV { AI 2      3      4 } { AI 1      5 } 
    70 L      2 EV_APV { AI 2      6      7 } { AI 1      8 } 
    71 L      3 EV_APV { AI 2     17     18 } { AI 1     19 } 
    72 L      4 EV_APV { AI 2     20     21 } { AI 1     22 } 
    73 L      5 EV_APV { AI 2     27     28 } { AI 1     29 } 
    74 L      6 EV_APV { AI 2     30     31 } { AI 1     32 } 
    75 L      7 EV_APV { AI 2     37     38 } { AI 1     39 } 
    76 L      8 EV_APV { AI 2     40     41 } { AI 1     42 } 
    77 L      9 EV_APV { AI 2     47     48 } { AI 1     49 } 
    78 L     10 EV_APV { AI 2     50     51 } { AI 1     52 } 
    79 L     11 EV_APV { AI 2     57     58 } { AI 1     59 } 
    80 L     12 EV_APV { AI 2     60     61 } { AI 1     62 } 
    81 L     13 EV_APV { AI 2     67     68 } { AI 1     69 } 
    82 L     14 EV_APV { AI 2     70     71 } { AI 1     72 } 
    83 L     15 EV_APV { AI 2     77     78 } { AI 1     79 } 
    84 L     16 EV_APV { AI 2     80     81 } { AI 1     82 } 
    85 L     17 EV_APV { AI 2     87     88 } { AI 1     89 } 
    86 L     18 EV_APV { AI 2     92     93 } { AI 1     94 } 
    87 L     19 EV_APV { AI 2     95     96 } { AI 1     97 } 
    88 L     20 EV_APV { AI 2    102    103 } { AI 1    104 } 
    89 L     21 EV_APV { AI 2    105    106 } { AI 1    107 } 
    90 L     22 EV_APV { AI 2    112    113 } { AI 1    114 } 
    91 L     23 EV_APV { AI 2    115    116 } { AI 1    117 } 
    92 L     24 EV_APV { AI 2    118    119 } { AI 1    120 } 
    93 L     25 EV_APV { AI 2    127    128 } { AI 1    129 } 
    94 L     26 EV_APV { AI 2    130    131 } { AI 1    132 } 
    95 L     27 EV_APV { AI 2    137    138 } { AI 1    139 } 
    96 L     28 EV_APV { AI 2    142    143 } { AI 1    144 } 
    97 L     29 EV_APV { AI 2    145    146 } { AI 1    147 } 
    98 L     30 EV_APV { AI 2    152    153 } { AI 1    154 } 
    99 L     31 EV_APV { AI 2    155    156 } { AI 1    157 } 
   100 L     32 EV_APV { AI 2    162    163 } { AI 1    164 } 
   101 L     33 EV_APV { AI 2    165    166 } { AI 1    167 } 
   102 L     34 EV_APV { AI 2    172    173 } { AI 1    174 } 
   103 L     35 EV_APV { AI 2    175    176 } { AI 1    177 } 
   104 L     36 EV_APV { AI 2    182    183 } { AI 1    184 } 
   105 L     37 EV_APV { AI 2    185    186 } { AI 1    187 } 
   106 L     38 EV_APV { AI 2    192    193 } { AI 1    194 } 
   107 L     39 EV_APV { AI 2    195    196 } { AI 1    197 } 
   108 L     40 EV_APV { AI 2    198    199 } { AI 1    200 } 
   109 L     41 EV_APV { AI 2    209    210 } { AI 1    211 } 
   110 L     42 EV_APV { AI 2    212    213 } { AI 1    214 } 
   111 L     43 EV_APV { AI 2    219    220 } { AI 1    221 } 
   112 L     44 EV_APV { AI 2    222    223 } { AI 1    224 } 
   113 L     45 EV_APV { AI 2    227    228 } { AI 1    229 } 
   114 L     46 EV_APV { AI 2    230    231 } { AI 1    232 } 
   115 L     47 EV_APV { AI 2    237    238 } { AI 1    239 } 
   116 L     48 EV_APV { AI 2    242    243 } { AI 1    244 } 
   117 L     49 EV_APV { AI 2    245    246 } { AI 1    247 } 
   118 L     50 EV_APV { AI 2    252    253 } { AI 1    254 } 
   119 L     51 EV_APV { AI 2    255    256 } { AI 1    257 } 
   120 L     52 EV_APV { AI 2    262    263 } { AI 1    264 } 
   121 L     53 EV_APV { AI 2    267    268 } { AI 1    269 } 
   122 L     54 EV_APV { AI 2    270    271 } { AI 1    272 } 
   123 L     55 EV_APV { AI 2    277    278 } { AI 1    279 } 
   124 L     56 EV_APV { AI 2    280    281 } { AI 1    282 } 
   125 L     57 EV_APV { AI 2    287    288 } { AI 1    289 } 
   126 L     58 EV_APV { AI 2    290    291 } { AI 1    292 } 
   127 L     59 EV_APV { AI 2    293    294 } { AI 1    295 } 
   128 L     60 EV_APV { AI 2    304    305 } { AI 1    306 } 
   129 L     61 EV_APV { AI 2    307    308 } { AI 1    309 } 
   130 L     62 EV_APV { AI 2    314    315 } { AI 1    316 } 
   131 L     63 EV_APV { AI 2    317    318 } { AI 1    319 } 
   132 L     64 EV_APV { AI 2    324    325 } { AI 1    326 } 
   133 L     65 EV_APV { AI 2    327    328 } { AI 1    329 } 
   134 L     66 EV_APV { AI 2    334    335 } { AI 1    336 } 
   135 L     67 EV_APV { AI 2    337    338 } { AI 1    339 } 
   136 L     68 EV_APV { AI 2    344    345 } { AI 1    346 } 
   137 L     69 EV_APV { AI 2    347    348 } { AI 1    349 } 
   138 L     70 EV_APV { AI 2    354    355 } { AI 1    356 } 
   139 L     71 EV_APV { AI 2    357    358 } { AI 1    359 } 
   140 L     72 EV_APV { AI 2    364    365 } { AI 1    366 } 
   141 L     73 EV_APV { AI 2    367    368 } { AI 1    369 } 
   142 L     74 EV_APV { AI 2    370    371 } { AI 1    372 } 
   143 L     75 EV_APV { AI 2    379    380 } { AI 1    381 } 
   144 L     76 EV_APV { AI 2    384    385 } { AI 1    386 } 
   145 L     77 EV_APV { AI 2    387    388 } { AI 1    389 } 
   146 L     78 EV_APV { AI 2    394    395 } { AI 1    396 } 
   147 L     79 EV_APV { AI 2    397    398 } { AI 1    399 } 
   148 L     80 EV_APV { AI 2    404    405 } { AI 1    406 } 
   149 L     81 EV_APV { AI 2    407    408 } { AI 1    409 } 
   150 L     82 EV_APV { AI 2    414    415 } { AI 1    416 } 
   151 L     83 EV_APV { AI 2    417    418 } { AI 1    419 } 
   152 L     84 EV_APV { AI 2    424    425 } { AI 1    426 } 
   153 L     85 EV_APV { AI 2    427    428 } { AI 1    429 } 
   154 L     86 EV_APV { AI 2    430    431 } { AI 1    432 } 
   155 L     87 EV_APV { AI 2    437    438 } { AI 1    439 } 
   156 L     88 EV_APV { AI 2    442    443 } { AI 1    444 } 
   157 L     89 EV_APV { AI 2    445    446 } { AI 1    447 } 
   158 L     90 EV_APV { AI 2    454    455 } { AI 1    456 } 
   159 L     91 EV_APV { AI 2    457    458 } { AI 1    459 } 
   160 L     92 EV_APV { AI 2    462    463 } { AI 1    464 } 
   161 L     93 EV_APV { AI 2    467    468 } { AI 1    469 } 
   162 L     94 EV_APV { AI 2    470    471 } { AI 1    472 } 
   163 L     95 EV_APV { AI 2    477    478 } { AI 1    479 } 
   164 L     96 EV_APV { AI 2    480    481 } { AI 1    482 } 
   165 L     97 EV_APV { AI 2    487    488 } { AI 1    489 } 
   166 L     98 EV_APV { AI 2    492    493 } { AI 1    494 } 
   167 L     99 EV_APV { AI 2    495    496 } { AI 1    497 } 
   168 L    100 EV_APV { AI 2    502    503 } { AI 1    504 } 
   169 L    101 EV_APV { AI 2    505    506 } { AI 1    507 } 
   170 L    102 EV_APV { AI 2    510    511 } { AI 1    512 } 
   171 L    103 EV_APV { AI 2    517    518 } { AI 1    519 } 
   172 L    104 EV_APV { AI 2    520    521 } { AI 1    522 } 
   173 L    105 EV_APV { AI 2    527    528 } { AI 1    529 } 
   174 L    106 EV_APV { AI 2    530    531 } { AI 1    532 } 
   175 L    107 EV_APV { AI 2    537    538 } { AI 1    539 } 
   176 L    108 EV_APV { AI 2    540    541 } { AI 1    542 } 
   177 L    109 EV_APV { AI 2    545    546 } { AI 1    547 } 
   178 L    110 EV_APV { AI 2    548    549 } { AI 1    550 } 
   179 L    111 EV_APV { AI 2    555    556 } { AI 1    557 } 
   180 L    112 EV_APV { AI 2    558    559 } { AI 1    560 } 
   181 L    113 EV_APV { AI 2    563    564 } { AI 1    565 } 
   182 L    114 EV_APV { AI 2    570    571 } { AI 1    572 } 
   183 L    115 EV_APV { AI 2    573    574 } { AI 1    575 } 
   184 L    116 EV_APV { AI 2    580    581 } { AI 1    582 } 
   185 L    117 EV_APV { AI 2    583    584 } { AI 1    585 } 
   186 L    118 EV_APV { AI 2    590    591 } { AI 1    592 } 
   187 L    119 EV_APV { AI 2    595    596 } { AI 1    597 } 
   188 L    120 EV_APV { AI 2    600    601 } { AI 1    602 } 
   189 L    121 EV_APV { AI 2    603    604 } { AI 1    605 } 
   190 L    122 EV_APV { AI 2    610    611 } { AI 1    612 } 
   191 L    123 EV_APV { AI 2    613    614 } { AI 1    615 } 
   192 L    124 EV_APV { AI 2    618    619 } { AI 1    620 } 
   193 L    125 EV_APV { AI 2    623    624 } { AI 1    625 } 
   194 L    126 EV_APV { AI 2    630    631 } { AI 1    632 } 
   195 L    127 EV_APV { AI 2    633    634 } { AI 1    635 } 
   196 L    128 EV_APV { AI 2    640    641 } { AI 1    642 } 
   197 L    129 EV_APV { AI 2    643    644 } { AI 1    645 } 
   198 L    130 EV_APV { AI 2    648    649 } { AI 1    650 } 
   199 L    131 EV_APV { AI 2    653    654 } { AI 1    655 } 
   200 L    132 EV_APV { AI 2    660    661 } { AI 1    662 } 
   201 L    133 EV_APV { AI 2    663    664 } { AI 1    665 } 
   202 L    134 EV_APV { AI 2    670    671 } { AI 1    672 } 
   203 L    135 EV_APV { AI 2    673    674 } { AI 1    675 } 
   204 L    136 EV_APV { AI 2    680    681 } { AI 1    682 } 
   205 L    137 EV_APV { AI 2    683    684 } { AI 1    685 } 
   206 L    138 EV_APV { AI 2    688    689 } { AI 1    690 } 
   207 L    139 EV_APV { AI 2    691    692 } { AI 1    693 } 
   208 L    140 EV_APV { AI 2    698    699 } { AI 1    700 } 
   209 L    141 EV_APV { AI 2    701    702 } { AI 1    703 } 
   210 L    142 EV_APV { AI 2    704    705 } { AI 1    706 } 
   211 L    143 EV_APV { AI 2    713    714 } { AI 1    715 } 
   212 L    144 EV_APV { AI 2    718    719 } { AI 1    720 } 
   213 L    145 EV_APV { AI 2    721    722 } { AI 1    723 } 
