{ FILE .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
{ POSITION .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
    73 
    60 K2  9.6132683159592947e-004 -4.6142981880691042e-004 
    61 K2  9.6938321537723415e-004 -1.0436344609190960e-004 
    62 K2  7.0000000000003393e-004  0.0000000000000000e+000 
    63 K2  1.2451667195254312e-003 -2.0614603514360061e-004 
    64 K2  1.4782072520180267e-003 -6.1229349178421033e-004 
    65 K2  1.6000000000000320e-003  0.0000000000000000e+000 
    66 K2  1.0976290583656206e-003 -7.5008588956960987e-004 
    67 K2  1.1313708498984221e-003 -1.1313708498985051e-003 
    68 K2  9.0790226503462135e-004  1.4979942480058958e-004 
    69 K2  6.4671567275792485e-004  2.6787840265549140e-004 
    70 K2  7.9707358887202984e-004 -7.9447280919291141e-004 
    71 K2  4.5271965154912441e-004 -8.5598766911861013e-004 
    72 K2  6.5993614066703343e-004 -1.0861205463599114e-003 
} 
{ NODE .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
    73 
     0 S      0 
     1 S      1 
     2 S      2 
     3 S      3 
     4 S      4 
     5 S      5 
     6 S      6 
     7 S      7 
     8 S      8 
     9 S      9 
    10 S     10 
    11 S     11 
    12 S     12 
    13 S     13 
    14 S     14 
    15 S     15 
    16 S     16 
    17 S     17 
    18 S     18 
    19 S     19 
    20 S     20 
    21 S     21 
    22 S     22 
    23 S     23 
    24 S     24 
    25 S     25 
    26 S     26 
    27 S     27 
    28 S     28 
    29 S     29 
    30 S     30 
    31 S     31 
    32 S     32 
    33 S     33 
    34 S     34 
    35 S     35 
    36 S     36 
    37 S     37 
    38 S     38 
    39 S     39 
    40 S     40 
    41 S     41 
    42 S     42 
    43 S     43 
    44 S     44 
    45 S     45 
    46 S     46 
    47 S     47 
    48 S     48 
    49 S     49 
    50 S     50 
    51 S     51 
    52 S     52 
    53 S     53 
    54 S     54 
    55 S     55 
    56 S     56 
    57 S     57 
    58 S     58 
    59 S     59 
    60 S     60 
    61 S     61 
    62 S     62 
    63 S     63 
    64 S     64 
    65 S     65 
    66 S     66 
    67 S     67 
    68 S     68 
    69 S     69 
    70 S     70 
    71 S     71 
    72 S     72 
} 
{ EDGE .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
   187 
     0 S      1      2 
     1 S      0      2 
     2 S      0      1 
     3 S      3      2 
     4 S      3      0 
     5 S      4      2 
     6 S      4      3 
     7 S      0      5 
     8 S      3      5 
     9 S      6      2 
    10 S      4      6 
    11 S      7      6 
    12 S      7      4 
    13 S      8      4 
    14 S      8      7 
    15 S      6      1 
    16 S      1      9 
    17 S      6      9 
    18 S      9     11 
    19 S     10     11 
    20 S     10      9 
    21 S     12      9 
    22 S     12     10 
    23 S     12      1 
    24 S     13     10 
    25 S     12     13 
    26 S      6     11 
    27 S     10     14 
    28 S     13     14 
    29 S     15     14 
    30 S     13     15 
    31 S     16     14 
    32 S     16     10 
    33 S     14     17 
    34 S     16     17 
    35 S     18     17 
    36 S     14     18 
    37 S     17     19 
    38 S     18     19 
    39 S     20     19 
    40 S     18     20 
    41 S     15     22 
    42 S     21     22 
    43 S     21     15 
    44 S     23     22 
    45 S     21     23 
    46 S     24     23 
    47 S     24     21 
    48 S     22     20 
    49 S     23     20 
    50 S     18     22 
    51 S     25     19 
    52 S     25     20 
    53 S     26     19 
    54 S     26     25 
    55 S     17     27 
    56 S     16     27 
    57 S     28     27 
    58 S     28     16 
    59 S     29     16 
    60 S     28     29 
    61 S     19     27 
    62 S     26     27 
    63 S      6     30 
    64 S      7     30 
    65 S     29     30 
    66 S     29      7 
    67 S     11     30 
    68 S     30     31 
    69 S     29     31 
    70 S     11     31 
    71 S     15     18 
    72 S      5     32 
    73 S      3     32 
    74 S     32     33 
    75 S      5     33 
    76 S     35     32 
    77 S     34     32 
    78 S     34     35 
    79 S     36     35 
    80 S     36     34 
    81 S     37     34 
    82 S     36     37 
    83 S     34     33 
    84 S     38     33 
    85 S     38      5 
    86 S     39     32 
    87 S      3     39 
    88 S     26     28 
    89 S      4     39 
    90 S      8     39 
    91 S     40     39 
    92 S      8     40 
    93 S     39     35 
    94 S     40     35 
    95 S     40     36 
    96 S     41     33 
    97 S     34     41 
    98 S     38     41 
    99 S     42     41 
   100 S     42     38 
   101 S     44     45 
   102 S     43     45 
   103 S     43     44 
   104 S     45     46 
   105 S     44     46 
   106 S     46     47 
   107 S     44     47 
   108 S     47     48 
   109 S     46     48 
   110 S     49     48 
   111 S     46     49 
   112 S     42     48 
   113 S     42     49 
   114 S     49     50 
   115 S     46     50 
   116 S     51     50 
   117 S     51     49 
   118 S     45     50 
   119 S     45     51 
   120 S     37     47 
   121 S     37     44 
   122 S     41     48 
   123 S     41     47 
   124 S     45     52 
   125 S     43     52 
   126 S     53     52 
   127 S     45     53 
   128 S     53     51 
   129 S     54     51 
   130 S     53     54 
   131 S     55     52 
   132 S     43     55 
   133 S     34     47 
   134 S     10     31 
   135 S     56     20 
   136 S     56     23 
   137 S     24     56 
   138 S     56     57 
   139 S     24     57 
   140 S     59     60 
   141 S     58     60 
   142 S     58     59 
   143 S     60     61 
   144 S     59     61 
   145 S     61     62 
   146 S     59     62 
   147 S     61     63 
   148 S     60     63 
   149 S     64     63 
   150 S     60     64 
   151 S     65     63 
   152 S     65     64 
   153 S     64     66 
   154 S     60     66 
   155 S     66     67 
   156 S     64     67 
   157 S     62     68 
   158 S     61     68 
   159 S     69     68 
   160 S     69     62 
   161 S     56     68 
   162 S     56     69 
   163 S     60     70 
   164 S     58     70 
   165 S     70     71 
   166 S     58     71 
   167 S     67     72 
   168 S     54     72 
   169 S     54     67 
   170 S     70     72 
   171 S     70     67 
   172 S     71     72 
   173 S     70     66 
   174 S     68     57 
   175 S     61     57 
   176 S     65     57 
   177 S     24     65 
   178 S     69     20 
   179 S     25     69 
   180 S     16     31 
   181 S     71     52 
   182 S     55     71 
   183 S     53     71 
   184 S     55     58 
   185 S     53     72 
   186 S     63     57 
} 
{ FACE .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
   114 
     0 T      0      1      2 
     1 T      1      3      4 
     2 T      3      5      6 
     3 T      7      8      4 
     4 T      9      5     10 
     5 T     10     11     12 
     6 T     12     13     14 
     7 T      0      9     15 
     8 T     16     17     15 
     9 T     18     19     20 
    10 T     20     21     22 
    11 T     16     21     23 
    12 T     24     22     25 
    13 T     18     26     17 
    14 T     27     28     24 
    15 T     29     28     30 
    16 T     27     31     32 
    17 T     33     34     31 
    18 T     35     33     36 
    19 T     37     38     35 
    20 T     39     38     40 
    21 T     41     42     43 
    22 T     44     42     45 
    23 T     45     46     47 
    24 T     48     49     44 
    25 T     48     40     50 
    26 T     39     51     52 
    27 T     51     53     54 
    28 T     55     56     34 
    29 T     56     57     58 
    30 T     59     58     60 
    31 T     61     62     53 
    32 T     61     55     37 
    33 T     63     64     11 
    34 T     64     65     66 
    35 T     67     63     26 
    36 T     68     69     65 
    37 T     68     70     67 
    38 T     50     41     71 
    39 T     36     71     29 
    40 T     72     73      8 
    41 T     74     75     72 
    42 T     76     77     78 
    43 T     78     79     80 
    44 T     81     80     82 
    45 T     74     83     77 
    46 T     75     84     85 
    47 T     86     73     87 
    48 T     57     62     88 
    49 T     89     90     13 
    50 T     91     90     92 
    51 T     87     89      6 
    52 T     93     94     91 
    53 T     76     86     93 
    54 T     79     94     95 
    55 T     96     83     97 
    56 T     96     84     98 
    57 T     98     99    100 
    58 T    101    102    103 
    59 T    104    105    101 
    60 T    106    107    105 
    61 T    108    109    106 
    62 T    110    109    111 
    63 T    110    112    113 
    64 T    114    115    111 
    65 T    114    116    117 
    66 T    116    118    119 
    67 T    115    118    104 
    68 T    107    120    121 
    69 T    108    122    123 
    70 T    122    112     99 
    71 T    124    125    102 
    72 T    126    124    127 
    73 T    128    119    127 
    74 T    129    128    130 
    75 T    131    125    132 
    76 T    133    120     81 
    77 T    123    133     97 
    78 T     70    134     19 
    79 T     49    135    136 
    80 T    136     46    137 
    81 T    138    139    137 
    82 T    140    141    142 
    83 T    143    144    140 
    84 T    145    146    144 
    85 T    147    148    143 
    86 T    149    148    150 
    87 T    149    151    152 
    88 T    153    154    150 
    89 T    155    156    153 
    90 T    157    158    145 
    91 T    157    159    160 
    92 T    159    161    162 
    93 T    163    164    141 
    94 T    165    166    164 
    95 T    167    168    169 
    96 T    167    170    171 
    97 T    172    170    165 
    98 T    173    154    163 
    99 T    155    171    173 
   100 T    174    138    161 
   101 T    174    175    158 
   102 T    176    139    177 
   103 T    178    135    162 
   104 T    178     52    179 
   105 T    134    180     32 
   106 T    180     69     59 
   107 T    181    131    182 
   108 T    181    126    183 
   109 T    166    182    184 
   110 T    168    185    130 
   111 T    172    185    183 
   112 T    186    176    151 
   113 T    186    175    147 
} 
{ POLY_EDGES .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
     4 
     0 S COAX_PIN_1_2 { AI 16    103    121     82     95    132    184    142    146 
    92     14     66     60     88     54    160    179 
} 
     1 S Coaxes { AI 16     23     25      2      7     30     43     47     85 
   100    113    117    129    177    169    152    156 
} 
     2 S WavePort4 { AI 16    103    121     82     95    132    184    142    146 
    92     14     66     60     88     54    160    179 
} 
     3 S sP_COAX_PIN_1_2 { AI 2    162    137 } 
} 
{ POLY_FACES .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
     1 
     0 S COAX_1_2 { AI 114      0      1      2      3      4      5      6      7 
     8      9     10     11     12     13     14     15 
    16     17     18     19     20     21     22     23 
    24     25     26     27     28     29     30     31 
    32     33     34     35     36     37     38     39 
    40     41     42     43     44     45     46     47 
    48     49     50     51     52     53     54     55 
    56     57     58     59     60     61     62     63 
    64     65     66     67     68     69     70     71 
    72     73     74     75     76     77     78     79 
    80     81     82     83     84     85     86     87 
    88     89     90     91     92     93     94     95 
    96     97     98     99    100    101    102    103 
   104    105    106    107    108    109    110    111 
   112    113 } 
} 
{ MESH .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
     6 
Positions .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
Nodes .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
Edges .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
Faces .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
PolyEdges .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
PolyFaces .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
} 
{ CARRIER .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
   374 
     0 N      0 EV_APV { AI 1      9 } { AI 1     14 } 
     1 N      1 EV_APV { AI 1     10 } { AI 1     15 } 
     2 N      2 EV_APV { AI 1     11 } { AI 1     16 } 
     3 N      3 EV_APV { AI 1     23 } { AI 1     26 } 
     4 N      4 EV_APV { AI 1     33 } { AI 1     36 } 
     5 N      5 EV_APV { AI 1     43 } { AI 1     46 } 
     6 N      6 EV_APV { AI 1     53 } { AI 1     56 } 
     7 N      7 EV_APV { AI 1     63 } { AI 1     66 } 
     8 N      8 EV_APV { AI 1     73 } { AI 1     76 } 
     9 N      9 EV_APV { AI 1     88 } { AI 1     91 } 
    10 N     10 EV_APV { AI 1    101 } { AI 1    105 } 
    11 N     11 EV_APV { AI 1    102 } { AI 1    106 } 
    12 N     12 EV_APV { AI 1    113 } { AI 1    116 } 
    13 N     13 EV_APV { AI 1    128 } { AI 1    131 } 
    14 N     14 EV_APV { AI 1    143 } { AI 1    146 } 
    15 N     15 EV_APV { AI 1    153 } { AI 1    156 } 
    16 N     16 EV_APV { AI 1    163 } { AI 1    166 } 
    17 N     17 EV_APV { AI 1    173 } { AI 1    176 } 
    18 N     18 EV_APV { AI 1    183 } { AI 1    186 } 
    19 N     19 EV_APV { AI 1    193 } { AI 1    196 } 
    20 N     20 EV_APV { AI 1    203 } { AI 1    206 } 
    21 N     21 EV_APV { AI 1    216 } { AI 1    220 } 
    22 N     22 EV_APV { AI 1    217 } { AI 1    221 } 
    23 N     23 EV_APV { AI 1    228 } { AI 1    231 } 
    24 N     24 EV_APV { AI 1    238 } { AI 1    241 } 
    25 N     25 EV_APV { AI 1    261 } { AI 1    264 } 
    26 N     26 EV_APV { AI 1    271 } { AI 1    274 } 
    27 N     27 EV_APV { AI 1    281 } { AI 1    284 } 
    28 N     28 EV_APV { AI 1    291 } { AI 1    294 } 
    29 N     29 EV_APV { AI 1    301 } { AI 1    304 } 
    30 N     30 EV_APV { AI 1    321 } { AI 1    324 } 
    31 N     31 EV_APV { AI 1    344 } { AI 1    347 } 
    32 N     32 EV_APV { AI 1    366 } { AI 1    369 } 
    33 N     33 EV_APV { AI 1    376 } { AI 1    379 } 
    34 N     34 EV_APV { AI 1    389 } { AI 1    393 } 
    35 N     35 EV_APV { AI 1    390 } { AI 1    394 } 
    36 N     36 EV_APV { AI 1    401 } { AI 1    404 } 
    37 N     37 EV_APV { AI 1    411 } { AI 1    414 } 
    38 N     38 EV_APV { AI 1    426 } { AI 1    429 } 
    39 N     39 EV_APV { AI 1    436 } { AI 1    439 } 
    40 N     40 EV_APV { AI 1    459 } { AI 1    462 } 
    41 N     41 EV_APV { AI 1    486 } { AI 1    489 } 
    42 N     42 EV_APV { AI 1    501 } { AI 1    504 } 
    43 N     43 EV_APV { AI 1    514 } { AI 1    519 } 
    44 N     44 EV_APV { AI 1    515 } { AI 1    520 } 
    45 N     45 EV_APV { AI 1    516 } { AI 1    521 } 
    46 N     46 EV_APV { AI 1    528 } { AI 1    531 } 
    47 N     47 EV_APV { AI 1    538 } { AI 1    541 } 
    48 N     48 EV_APV { AI 1    548 } { AI 1    551 } 
    49 N     49 EV_APV { AI 1    558 } { AI 1    561 } 
    50 N     50 EV_APV { AI 1    576 } { AI 1    579 } 
    51 N     51 EV_APV { AI 1    586 } { AI 1    589 } 
    52 N     52 EV_APV { AI 1    624 } { AI 1    627 } 
    53 N     53 EV_APV { AI 1    634 } { AI 1    637 } 
    54 N     54 EV_APV { AI 1    649 } { AI 1    652 } 
    55 N     55 EV_APV { AI 1    659 } { AI 1    662 } 
    56 N     56 EV_APV { AI 1    681 } { AI 1    684 } 
    57 N     57 EV_APV { AI 1    696 } { AI 1    699 } 
    58 N     58 EV_APV { AI 1    709 } { AI 1    714 } 
    59 N     59 EV_APV { AI 1    710 } { AI 1    715 } 
    60 N     60 EV_APV { AI 1    711 } { AI 1    716 } 
    61 N     61 EV_APV { AI 1    723 } { AI 1    726 } 
    62 N     62 EV_APV { AI 1    733 } { AI 1    736 } 
    63 N     63 EV_APV { AI 1    743 } { AI 1    746 } 
    64 N     64 EV_APV { AI 1    753 } { AI 1    756 } 
    65 N     65 EV_APV { AI 1    763 } { AI 1    766 } 
    66 N     66 EV_APV { AI 1    773 } { AI 1    776 } 
    67 N     67 EV_APV { AI 1    783 } { AI 1    786 } 
    68 N     68 EV_APV { AI 1    793 } { AI 1    796 } 
    69 N     69 EV_APV { AI 1    803 } { AI 1    806 } 
    70 N     70 EV_APV { AI 1    821 } { AI 1    824 } 
    71 N     71 EV_APV { AI 1    831 } { AI 1    834 } 
    72 N     72 EV_APV { AI 1    844 } { AI 1    847 } 
    73 L      0 EV_APV { AI 2      0      1 } { AI 1      2 } 
    74 L      1 EV_APV { AI 2      3      4 } { AI 1      5 } 
    75 L      2 EV_APV { AI 2      6      7 } { AI 1      8 } 
    76 L      3 EV_APV { AI 2     17     18 } { AI 1     19 } 
    77 L      4 EV_APV { AI 2     20     21 } { AI 1     22 } 
    78 L      5 EV_APV { AI 2     27     28 } { AI 1     29 } 
    79 L      6 EV_APV { AI 2     30     31 } { AI 1     32 } 
    80 L      7 EV_APV { AI 2     37     38 } { AI 1     39 } 
    81 L      8 EV_APV { AI 2     40     41 } { AI 1     42 } 
    82 L      9 EV_APV { AI 2     47     48 } { AI 1     49 } 
    83 L     10 EV_APV { AI 2     50     51 } { AI 1     52 } 
    84 L     11 EV_APV { AI 2     57     58 } { AI 1     59 } 
    85 L     12 EV_APV { AI 2     60     61 } { AI 1     62 } 
    86 L     13 EV_APV { AI 2     67     68 } { AI 1     69 } 
    87 L     14 EV_APV { AI 2     70     71 } { AI 1     72 } 
    88 L     15 EV_APV { AI 2     77     78 } { AI 1     79 } 
    89 L     16 EV_APV { AI 2     82     83 } { AI 1     84 } 
    90 L     17 EV_APV { AI 2     85     86 } { AI 1     87 } 
    91 L     18 EV_APV { AI 2     92     93 } { AI 1     94 } 
    92 L     19 EV_APV { AI 2     95     96 } { AI 1     97 } 
    93 L     20 EV_APV { AI 2     98     99 } { AI 1    100 } 
    94 L     21 EV_APV { AI 2    107    108 } { AI 1    109 } 
    95 L     22 EV_APV { AI 2    110    111 } { AI 1    112 } 
    96 L     23 EV_APV { AI 2    117    118 } { AI 1    119 } 
    97 L     24 EV_APV { AI 2    122    123 } { AI 1    124 } 
    98 L     25 EV_APV { AI 2    125    126 } { AI 1    127 } 
    99 L     26 EV_APV { AI 2    132    133 } { AI 1    134 } 
   100 L     27 EV_APV { AI 2    137    138 } { AI 1    139 } 
   101 L     28 EV_APV { AI 2    140    141 } { AI 1    142 } 
   102 L     29 EV_APV { AI 2    147    148 } { AI 1    149 } 
   103 L     30 EV_APV { AI 2    150    151 } { AI 1    152 } 
   104 L     31 EV_APV { AI 2    157    158 } { AI 1    159 } 
   105 L     32 EV_APV { AI 2    160    161 } { AI 1    162 } 
   106 L     33 EV_APV { AI 2    167    168 } { AI 1    169 } 
   107 L     34 EV_APV { AI 2    170    171 } { AI 1    172 } 
   108 L     35 EV_APV { AI 2    177    178 } { AI 1    179 } 
   109 L     36 EV_APV { AI 2    180    181 } { AI 1    182 } 
   110 L     37 EV_APV { AI 2    187    188 } { AI 1    189 } 
   111 L     38 EV_APV { AI 2    190    191 } { AI 1    192 } 
   112 L     39 EV_APV { AI 2    197    198 } { AI 1    199 } 
   113 L     40 EV_APV { AI 2    200    201 } { AI 1    202 } 
   114 L     41 EV_APV { AI 2    207    208 } { AI 1    209 } 
   115 L     42 EV_APV { AI 2    210    211 } { AI 1    212 } 
   116 L     43 EV_APV { AI 2    213    214 } { AI 1    215 } 
   117 L     44 EV_APV { AI 2    222    223 } { AI 1    224 } 
   118 L     45 EV_APV { AI 2    225    226 } { AI 1    227 } 
   119 L     46 EV_APV { AI 2    232    233 } { AI 1    234 } 
   120 L     47 EV_APV { AI 2    235    236 } { AI 1    237 } 
   121 L     48 EV_APV { AI 2    242    243 } { AI 1    244 } 
   122 L     49 EV_APV { AI 2    245    246 } { AI 1    247 } 
   123 L     50 EV_APV { AI 2    250    251 } { AI 1    252 } 
   124 L     51 EV_APV { AI 2    255    256 } { AI 1    257 } 
   125 L     52 EV_APV { AI 2    258    259 } { AI 1    260 } 
   126 L     53 EV_APV { AI 2    265    266 } { AI 1    267 } 
   127 L     54 EV_APV { AI 2    268    269 } { AI 1    270 } 
   128 L     55 EV_APV { AI 2    275    276 } { AI 1    277 } 
   129 L     56 EV_APV { AI 2    278    279 } { AI 1    280 } 
   130 L     57 EV_APV { AI 2    285    286 } { AI 1    287 } 
   131 L     58 EV_APV { AI 2    288    289 } { AI 1    290 } 
   132 L     59 EV_APV { AI 2    295    296 } { AI 1    297 } 
   133 L     60 EV_APV { AI 2    298    299 } { AI 1    300 } 
   134 L     61 EV_APV { AI 2    305    306 } { AI 1    307 } 
   135 L     62 EV_APV { AI 2    308    309 } { AI 1    310 } 
   136 L     63 EV_APV { AI 2    315    316 } { AI 1    317 } 
   137 L     64 EV_APV { AI 2    318    319 } { AI 1    320 } 
   138 L     65 EV_APV { AI 2    325    326 } { AI 1    327 } 
   139 L     66 EV_APV { AI 2    328    329 } { AI 1    330 } 
   140 L     67 EV_APV { AI 2    333    334 } { AI 1    335 } 
   141 L     68 EV_APV { AI 2    338    339 } { AI 1    340 } 
   142 L     69 EV_APV { AI 2    341    342 } { AI 1    343 } 
   143 L     70 EV_APV { AI 2    348    349 } { AI 1    350 } 
   144 L     71 EV_APV { AI 2    353    354 } { AI 1    355 } 
   145 L     72 EV_APV { AI 2    360    361 } { AI 1    362 } 
   146 L     73 EV_APV { AI 2    363    364 } { AI 1    365 } 
   147 L     74 EV_APV { AI 2    370    371 } { AI 1    372 } 
   148 L     75 EV_APV { AI 2    373    374 } { AI 1    375 } 
   149 L     76 EV_APV { AI 2    380    381 } { AI 1    382 } 
   150 L     77 EV_APV { AI 2    383    384 } { AI 1    385 } 
   151 L     78 EV_APV { AI 2    386    387 } { AI 1    388 } 
   152 L     79 EV_APV { AI 2    395    396 } { AI 1    397 } 
   153 L     80 EV_APV { AI 2    398    399 } { AI 1    400 } 
   154 L     81 EV_APV { AI 2    405    406 } { AI 1    407 } 
   155 L     82 EV_APV { AI 2    408    409 } { AI 1    410 } 
   156 L     83 EV_APV { AI 2    415    416 } { AI 1    417 } 
   157 L     84 EV_APV { AI 2    420    421 } { AI 1    422 } 
   158 L     85 EV_APV { AI 2    423    424 } { AI 1    425 } 
   159 L     86 EV_APV { AI 2    430    431 } { AI 1    432 } 
   160 L     87 EV_APV { AI 2    433    434 } { AI 1    435 } 
   161 L     88 EV_APV { AI 2    440    441 } { AI 1    442 } 
   162 L     89 EV_APV { AI 2    445    446 } { AI 1    447 } 
   163 L     90 EV_APV { AI 2    448    449 } { AI 1    450 } 
   164 L     91 EV_APV { AI 2    453    454 } { AI 1    455 } 
   165 L     92 EV_APV { AI 2    456    457 } { AI 1    458 } 
   166 L     93 EV_APV { AI 2    465    466 } { AI 1    467 } 
   167 L     94 EV_APV { AI 2    468    469 } { AI 1    470 } 
   168 L     95 EV_APV { AI 2    475    476 } { AI 1    477 } 
   169 L     96 EV_APV { AI 2    480    481 } { AI 1    482 } 
   170 L     97 EV_APV { AI 2    483    484 } { AI 1    485 } 
   171 L     98 EV_APV { AI 2    490    491 } { AI 1    492 } 
   172 L     99 EV_APV { AI 2    495    496 } { AI 1    497 } 
   173 L    100 EV_APV { AI 2    498    499 } { AI 1    500 } 
   174 L    101 EV_APV { AI 2    505    506 } { AI 1    507 } 
   175 L    102 EV_APV { AI 2    508    509 } { AI 1    510 } 
   176 L    103 EV_APV { AI 2    511    512 } { AI 1    513 } 
   177 L    104 EV_APV { AI 2    522    523 } { AI 1    524 } 
   178 L    105 EV_APV { AI 2    525    526 } { AI 1    527 } 
   179 L    106 EV_APV { AI 2    532    533 } { AI 1    534 } 
   180 L    107 EV_APV { AI 2    535    536 } { AI 1    537 } 
   181 L    108 EV_APV { AI 2    542    543 } { AI 1    544 } 
   182 L    109 EV_APV { AI 2    545    546 } { AI 1    547 } 
   183 L    110 EV_APV { AI 2    552    553 } { AI 1    554 } 
   184 L    111 EV_APV { AI 2    555    556 } { AI 1    557 } 
   185 L    112 EV_APV { AI 2    562    563 } { AI 1    564 } 
   186 L    113 EV_APV { AI 2    565    566 } { AI 1    567 } 
   187 L    114 EV_APV { AI 2    570    571 } { AI 1    572 } 
   188 L    115 EV_APV { AI 2    573    574 } { AI 1    575 } 
   189 L    116 EV_APV { AI 2    580    581 } { AI 1    582 } 
   190 L    117 EV_APV { AI 2    583    584 } { AI 1    585 } 
   191 L    118 EV_APV { AI 2    590    591 } { AI 1    592 } 
   192 L    119 EV_APV { AI 2    593    594 } { AI 1    595 } 
   193 L    120 EV_APV { AI 2    600    601 } { AI 1    602 } 
   194 L    121 EV_APV { AI 2    603    604 } { AI 1    605 } 
   195 L    122 EV_APV { AI 2    608    609 } { AI 1    610 } 
   196 L    123 EV_APV { AI 2    611    612 } { AI 1    613 } 
