{ FILE .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
{ POSITION .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
    71 
    29 K2  1.3993253473336409e-004 -8.5254619899947925e-004 
    30 K2  4.3355062909966602e-004 -9.4227353774688216e-004 
    31 K2  2.0743635578496927e-004 -1.2904815929159763e-003 
    32 K2  6.1229349178416881e-004 -1.4782072520180822e-003 
    33 K2 -7.5092611262553288e-004 -1.0923863680253748e-003 
    34 K2  8.1114193727666734e-004 -9.9962927794028378e-004 
    35 K2  1.1313708498984706e-003 -1.1313708498984776e-003 
    36 K2  8.0976578653216974e-004 -6.8263842910427919e-004 
    37 K2  4.9497474683056486e-004 -4.9497474683057874e-004 
    38 K2  6.4671567275786934e-004 -2.6787840265557472e-004 
    39 K2  1.0084367117440679e-003 -3.1756208431617250e-004 
    40 K2  7.5025379945536930e-004 -4.4640773643657428e-004 
    41 K2  2.6787840265556778e-004 -6.4671567275788322e-004 
    42 K2 -8.6129448140353365e-004 -2.1937735616087140e-004 
    43 K2 -6.4671567275793179e-004 -2.6787840265557472e-004 
    44 K2  1.0687143026406679e-003 -7.6363642604238002e-004 
    45 K2  1.4782072520180684e-003 -6.1229349178418269e-004 
    46 K2  9.6687312506126694e-004  4.1047303879952757e-004 
    47 K2  1.1301936973241652e-003  2.6256471373123369e-005 
    48 K2  8.6294765119746680e-004  1.2418570832131715e-004 
    49 K2  6.4671567275786934e-004  2.6787840265551921e-004 
    50 K2  6.9999999999996454e-004  2.7755575615628914e-017 
    51 K2  4.9497474683056486e-004  4.9497474683062037e-004 
    52 K2  7.2453416145646515e-004  7.4489352075902959e-004 
    53 K2  8.6980854145706638e-004 -8.6616933292774090e-005 
    54 K2  1.3066921431137690e-003 -2.1554030193837725e-004 
    55 K2  1.5999999999999695e-003  2.7755575615628914e-017 
    56 K2  5.0320796376857047e-004  7.1810387814921772e-004 
    57 K2  2.6787840265556778e-004  6.4671567275792485e-004 
    58 K2 -3.4694469519536142e-017  7.0000000000002005e-004 
    59 K2  7.6184382232266645e-005  1.0724919940583166e-003 
    60 K2  4.9064423881646502e-004  9.6202508026371758e-004 
    61 K2  6.1229349178416881e-004  1.4782072520180198e-003 
    62 K2 -3.4694469519536142e-017  1.6000000000000250e-003 
    63 K2 -1.3457498665322976e-004  8.8463380382201862e-004 
    64 K2 -3.1838719602453325e-004  1.0291842396048245e-003 
    65 K2 -3.0846764738913512e-004  1.2790975604377169e-003 
    66 K2  1.2952289749625645e-003  2.6539768855741996e-004 
    67 K2  1.4782072520180684e-003  6.1229349178412718e-004 
    68 K2  1.1009692171904673e-003  7.4488224867481911e-004 
    69 K2  1.1313708498984706e-003  1.1313708498985192e-003 
    70 K2  7.5969200682356880e-004  1.1116801899852258e-003 
} 
{ NODE .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
    71 
     0 S      0 
     1 S      1 
     2 S      2 
     3 S      3 
     4 S      4 
     5 S      5 
     6 S      6 
     7 S      7 
     8 S      8 
     9 S      9 
    10 S     10 
    11 S     11 
    12 S     12 
    13 S     13 
    14 S     14 
    15 S     15 
    16 S     16 
    17 S     17 
    18 S     18 
    19 S     19 
    20 S     20 
    21 S     21 
    22 S     22 
    23 S     23 
    24 S     24 
    25 S     25 
    26 S     26 
    27 S     27 
    28 S     28 
    29 S     29 
    30 S     30 
    31 S     31 
    32 S     32 
    33 S     33 
    34 S     34 
    35 S     35 
    36 S     36 
    37 S     37 
    38 S     38 
    39 S     39 
    40 S     40 
    41 S     41 
    42 S     42 
    43 S     43 
    44 S     44 
    45 S     45 
    46 S     46 
    47 S     47 
    48 S     48 
    49 S     49 
    50 S     50 
    51 S     51 
    52 S     52 
    53 S     53 
    54 S     54 
    55 S     55 
    56 S     56 
    57 S     57 
    58 S     58 
    59 S     59 
    60 S     60 
    61 S     61 
    62 S     62 
    63 S     63 
    64 S     64 
    65 S     65 
    66 S     66 
    67 S     67 
    68 S     68 
    69 S     69 
    70 S     70 
} 
{ EDGE .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
   181 
     0 S      1      2 
     1 S      0      2 
     2 S      0      1 
     3 S      3      2 
     4 S      0      3 
     5 S      4      3 
     6 S      0      4 
     7 S      2      5 
     8 S      3      5 
     9 S      6      5 
    10 S      6      2 
    11 S      1      6 
    12 S      5      7 
    13 S      6      7 
    14 S      8      7 
    15 S      6      8 
    16 S      9      7 
    17 S      8      9 
    18 S      8     10 
    19 S      6     10 
    20 S     11     12 
    21 S     10     12 
    22 S     10     11 
    23 S      6     11 
    24 S     13     11 
    25 S     13      6 
    26 S     12     14 
    27 S     11     14 
    28 S      3      7 
    29 S     15      7 
    30 S      3     15 
    31 S      9     15 
    32 S     16     15 
    33 S      9     16 
    34 S     14     17 
    35 S     12     17 
    36 S     18     17 
    37 S     12     18 
    38 S     19     17 
    39 S     14     19 
    40 S     20     19 
    41 S     20     14 
    42 S     20     22 
    43 S     21     22 
    44 S     21     20 
    45 S     22     19 
    46 S     22     23 
    47 S     21     23 
    48 S     24     23 
    49 S     21     24 
    50 S     25     23 
    51 S     22     25 
    52 S     25     26 
    53 S     22     26 
    54 S     27     26 
    55 S     25     27 
    56 S     28     23 
    57 S     25     28 
    58 S     29     23 
    59 S     24     29 
    60 S     29     28 
    61 S     30     28 
    62 S     30     29 
    63 S     28     31 
    64 S     30     31 
    65 S     32     31 
    66 S     32     30 
    67 S     27     31 
    68 S     32     27 
    69 S     26     33 
    70 S     22     33 
    71 S     33     18 
    72 S     26     18 
    73 S     19     18 
    74 S     19     33 
    75 S     30     34 
    76 S     32     34 
    77 S     35     34 
    78 S     32     35 
    79 S     36     34 
    80 S     30     36 
    81 S     37     36 
    82 S     37     30 
    83 S     39     40 
    84 S     38     40 
    85 S     38     39 
    86 S     36     40 
    87 S     36     39 
    88 S     37     40 
    89 S     41     30 
    90 S     41     37 
    91 S     14     42 
    92 S     11     42 
    93 S     43     42 
    94 S     43     14 
    95 S     13     42 
    96 S     13     43 
    97 S     39     44 
    98 S     36     44 
    99 S     45     44 
   100 S     45     39 
   101 S     47     48 
   102 S     46     48 
   103 S     46     47 
   104 S     49     48 
   105 S     49     46 
   106 S     50     48 
   107 S     50     49 
   108 S     51     46 
   109 S     49     51 
   110 S     46     52 
   111 S     51     52 
   112 S     48     53 
   113 S     50     53 
   114 S     47     53 
   115 S     39     53 
   116 S     39     47 
   117 S     54     39 
   118 S     54     45 
   119 S     55     45 
   120 S     55     54 
   121 S     54     47 
   122 S     55     47 
   123 S     52     56 
   124 S     51     56 
   125 S     57     56 
   126 S     57     51 
   127 S     58     59 
   128 S     57     59 
   129 S     57     58 
   130 S     59     60 
   131 S     57     60 
   132 S     61     60 
   133 S     59     61 
   134 S     61     62 
   135 S     59     62 
   136 S     59     63 
   137 S     58     63 
   138 S      4     63 
   139 S     58      4 
   140 S     63     64 
   141 S      4     64 
   142 S     59     64 
   143 S     60     56 
   144 S     60     52 
   145 S     62     65 
   146 S     59     65 
   147 S     16     65 
   148 S     62     16 
   149 S     64     65 
   150 S     47     66 
   151 S     55     66 
   152 S     46     66 
   153 S     67     66 
   154 S     67     46 
   155 S     46     68 
   156 S     67     68 
   157 S     68     69 
   158 S     67     69 
   159 S     52     68 
   160 S     60     70 
   161 S     61     70 
   162 S     69     70 
   163 S     61     69 
   164 S     52     70 
   165 S     35     44 
   166 S     45     35 
   167 S     25     31 
   168 S     41     29 
   169 S     41     24 
   170 S     37     38 
   171 S     34     44 
   172 S     55     67 
   173 S     15     65 
   174 S     15     64 
   175 S      3     64 
   176 S     43     20 
   177 S     13      1 
   178 S     38     53 
   179 S     38     50 
   180 S     68     70 
} 
{ FACE .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
   110 
     0 T      0      1      2 
     1 T      3      1      4 
     2 T      5      4      6 
     3 T      7      8      3 
     4 T      7      9     10 
     5 T     10      0     11 
     6 T     12     13      9 
     7 T     14     13     15 
     8 T     16     14     17 
     9 T     18     19     15 
    10 T     20     21     22 
    11 T     22     23     19 
    12 T     23     24     25 
    13 T     26     27     20 
    14 T     12     28      8 
    15 T     29     28     30 
    16 T     29     16     31 
    17 T     32     31     33 
    18 T     34     35     26 
    19 T     36     35     37 
    20 T     38     34     39 
    21 T     39     40     41 
    22 T     42     43     44 
    23 T     45     40     42 
    24 T     46     47     43 
    25 T     48     47     49 
    26 T     50     46     51 
    27 T     52     53     51 
    28 T     54     52     55 
    29 T     56     50     57 
    30 T     58     48     59 
    31 T     56     58     60 
    32 T     60     61     62 
    33 T     63     64     61 
    34 T     64     65     66 
    35 T     67     65     68 
    36 T     69     70     53 
    37 T     71     72     69 
    38 T     71     73     74 
    39 T     74     70     45 
    40 T     36     38     73 
    41 T     75     76     66 
    42 T     77     76     78 
    43 T     79     75     80 
    44 T     80     81     82 
    45 T     83     84     85 
    46 T     83     86     87 
    47 T     86     88     81 
    48 T     82     89     90 
    49 T     91     92     27 
    50 T     91     93     94 
    51 T     93     95     96 
    52 T     97     98     87 
    53 T     97     99    100 
    54 T    101    102    103 
    55 T    102    104    105 
    56 T    104    106    107 
    57 T    108    105    109 
    58 T    110    111    108 
    59 T    112    113    106 
    60 T    112    114    101 
    61 T    114    115    116 
    62 T    100    117    118 
    63 T    118    119    120 
    64 T    116    121    117 
    65 T    121    122    120 
    66 T    123    124    111 
    67 T    124    125    126 
    68 T    127    128    129 
    69 T    130    131    128 
    70 T    132    130    133 
    71 T    134    135    133 
    72 T    136    137    127 
    73 T    138    137    139 
    74 T    140    141    138 
    75 T    140    142    136 
    76 T    143    125    131 
    77 T    123    143    144 
    78 T    145    146    135 
    79 T    147    145    148 
    80 T    149    146    142 
    81 T    150    151    122 
    82 T    150    152    103 
    83 T    152    153    154 
    84 T    155    156    154 
    85 T    157    158    156 
    86 T    159    155    110 
    87 T    160    161    132 
    88 T    162    161    163 
    89 T    164    160    144 
    90 T    165     99    166 
    91 T     63    167     57 
    92 T     67    167     55 
    93 T     59    168    169 
    94 T     84     88    170 
    95 T    171     98     79 
    96 T    171    165     77 
    97 T    153    151    172 
    98 T    149    173    174 
    99 T    173    147     32 
   100 T    175    141      5 
   101 T    174    175     30 
   102 T     41     94    176 
   103 T     11     25    177 
   104 T    115    178     85 
   105 T     92     95     24 
   106 T    113    178    179 
   107 T    162    180    157 
   108 T    180    164    159 
   109 T     62    168     89 
} 
{ POLY_EDGES .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
     4 
     0 S COAX_PIN_1_1 { AI 16     96    176     44     49    169     90    170    179 
   177      2      6    139    129    126    107    109 
} 
     1 S Coaxes { AI 16     18     21     17     33     37     54     72     68 
    78    166    119    148    134    163    158    172 
} 
     2 S WavePort6 { AI 16     96    176     44     49    169     90    170    179 
   177      2      6    139    129    126    107    109 
} 
     3 S sP_COAX_PIN_1_1 { AI 2    108    154 } 
} 
{ POLY_FACES .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
     1 
     0 S COAX_1_1 { AI 110      0      1      2      3      4      5      6      7 
     8      9     10     11     12     13     14     15 
    16     17     18     19     20     21     22     23 
    24     25     26     27     28     29     30     31 
    32     33     34     35     36     37     38     39 
    40     41     42     43     44     45     46     47 
    48     49     50     51     52     53     54     55 
    56     57     58     59     60     61     62     63 
    64     65     66     67     68     69     70     71 
    72     73     74     75     76     77     78     79 
    80     81     82     83     84     85     86     87 
    88     89     90     91     92     93     94     95 
    96     97     98     99    100    101    102    103 
   104    105    106    107    108    109 } 
} 
{ MESH .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
     6 
Positions .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
Nodes .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
Edges .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
Faces .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
PolyEdges .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
PolyFaces .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
} 
{ CARRIER .\3x5patch_2ndOrderWavePort6\3x5patch_2ndOrderWavePort6 
   362 
     0 N      0 EV_APV { AI 1      9 } { AI 1     14 } 
     1 N      1 EV_APV { AI 1     10 } { AI 1     15 } 
     2 N      2 EV_APV { AI 1     11 } { AI 1     16 } 
     3 N      3 EV_APV { AI 1     23 } { AI 1     26 } 
     4 N      4 EV_APV { AI 1     33 } { AI 1     36 } 
     5 N      5 EV_APV { AI 1     43 } { AI 1     46 } 
     6 N      6 EV_APV { AI 1     53 } { AI 1     56 } 
     7 N      7 EV_APV { AI 1     68 } { AI 1     71 } 
     8 N      8 EV_APV { AI 1     78 } { AI 1     81 } 
     9 N      9 EV_APV { AI 1     88 } { AI 1     91 } 
    10 N     10 EV_APV { AI 1     98 } { AI 1    101 } 
    11 N     11 EV_APV { AI 1    111 } { AI 1    115 } 
    12 N     12 EV_APV { AI 1    112 } { AI 1    116 } 
    13 N     13 EV_APV { AI 1    128 } { AI 1    131 } 
    14 N     14 EV_APV { AI 1    138 } { AI 1    141 } 
    15 N     15 EV_APV { AI 1    153 } { AI 1    156 } 
    16 N     16 EV_APV { AI 1    168 } { AI 1    171 } 
    17 N     17 EV_APV { AI 1    178 } { AI 1    181 } 
    18 N     18 EV_APV { AI 1    188 } { AI 1    191 } 
    19 N     19 EV_APV { AI 1    198 } { AI 1    201 } 
    20 N     20 EV_APV { AI 1    208 } { AI 1    211 } 
    21 N     21 EV_APV { AI 1    221 } { AI 1    225 } 
    22 N     22 EV_APV { AI 1    222 } { AI 1    226 } 
    23 N     23 EV_APV { AI 1    238 } { AI 1    241 } 
    24 N     24 EV_APV { AI 1    248 } { AI 1    251 } 
    25 N     25 EV_APV { AI 1    258 } { AI 1    261 } 
    26 N     26 EV_APV { AI 1    268 } { AI 1    271 } 
    27 N     27 EV_APV { AI 1    278 } { AI 1    281 } 
    28 N     28 EV_APV { AI 1    288 } { AI 1    291 } 
    29 N     29 EV_APV { AI 1    298 } { AI 1    301 } 
    30 N     30 EV_APV { AI 1    313 } { AI 1    316 } 
    31 N     31 EV_APV { AI 1    323 } { AI 1    326 } 
    32 N     32 EV_APV { AI 1    333 } { AI 1    336 } 
    33 N     33 EV_APV { AI 1    351 } { AI 1    354 } 
    34 N     34 EV_APV { AI 1    381 } { AI 1    384 } 
    35 N     35 EV_APV { AI 1    391 } { AI 1    394 } 
    36 N     36 EV_APV { AI 1    401 } { AI 1    404 } 
    37 N     37 EV_APV { AI 1    411 } { AI 1    414 } 
    38 N     38 EV_APV { AI 1    424 } { AI 1    429 } 
    39 N     39 EV_APV { AI 1    425 } { AI 1    430 } 
    40 N     40 EV_APV { AI 1    426 } { AI 1    431 } 
    41 N     41 EV_APV { AI 1    451 } { AI 1    454 } 
    42 N     42 EV_APV { AI 1    461 } { AI 1    464 } 
    43 N     43 EV_APV { AI 1    471 } { AI 1    474 } 
    44 N     44 EV_APV { AI 1    489 } { AI 1    492 } 
    45 N     45 EV_APV { AI 1    499 } { AI 1    502 } 
    46 N     46 EV_APV { AI 1    512 } { AI 1    517 } 
    47 N     47 EV_APV { AI 1    513 } { AI 1    518 } 
    48 N     48 EV_APV { AI 1    514 } { AI 1    519 } 
    49 N     49 EV_APV { AI 1    526 } { AI 1    529 } 
    50 N     50 EV_APV { AI 1    536 } { AI 1    539 } 
    51 N     51 EV_APV { AI 1    546 } { AI 1    549 } 
    52 N     52 EV_APV { AI 1    556 } { AI 1    559 } 
    53 N     53 EV_APV { AI 1    566 } { AI 1    569 } 
    54 N     54 EV_APV { AI 1    589 } { AI 1    592 } 
    55 N     55 EV_APV { AI 1    599 } { AI 1    602 } 
    56 N     56 EV_APV { AI 1    619 } { AI 1    622 } 
    57 N     57 EV_APV { AI 1    629 } { AI 1    632 } 
    58 N     58 EV_APV { AI 1    642 } { AI 1    646 } 
    59 N     59 EV_APV { AI 1    643 } { AI 1    647 } 
    60 N     60 EV_APV { AI 1    654 } { AI 1    657 } 
    61 N     61 EV_APV { AI 1    664 } { AI 1    667 } 
    62 N     62 EV_APV { AI 1    674 } { AI 1    677 } 
    63 N     63 EV_APV { AI 1    684 } { AI 1    687 } 
    64 N     64 EV_APV { AI 1    702 } { AI 1    705 } 
    65 N     65 EV_APV { AI 1    727 } { AI 1    730 } 
    66 N     66 EV_APV { AI 1    750 } { AI 1    753 } 
    67 N     67 EV_APV { AI 1    765 } { AI 1    768 } 
    68 N     68 EV_APV { AI 1    775 } { AI 1    778 } 
    69 N     69 EV_APV { AI 1    785 } { AI 1    788 } 
    70 N     70 EV_APV { AI 1    800 } { AI 1    803 } 
    71 L      0 EV_APV { AI 2      0      1 } { AI 1      2 } 
    72 L      1 EV_APV { AI 2      3      4 } { AI 1      5 } 
    73 L      2 EV_APV { AI 2      6      7 } { AI 1      8 } 
    74 L      3 EV_APV { AI 2     17     18 } { AI 1     19 } 
    75 L      4 EV_APV { AI 2     20     21 } { AI 1     22 } 
    76 L      5 EV_APV { AI 2     27     28 } { AI 1     29 } 
    77 L      6 EV_APV { AI 2     30     31 } { AI 1     32 } 
    78 L      7 EV_APV { AI 2     37     38 } { AI 1     39 } 
    79 L      8 EV_APV { AI 2     40     41 } { AI 1     42 } 
    80 L      9 EV_APV { AI 2     47     48 } { AI 1     49 } 
    81 L     10 EV_APV { AI 2     50     51 } { AI 1     52 } 
    82 L     11 EV_APV { AI 2     57     58 } { AI 1     59 } 
    83 L     12 EV_APV { AI 2     62     63 } { AI 1     64 } 
    84 L     13 EV_APV { AI 2     65     66 } { AI 1     67 } 
    85 L     14 EV_APV { AI 2     72     73 } { AI 1     74 } 
    86 L     15 EV_APV { AI 2     75     76 } { AI 1     77 } 
    87 L     16 EV_APV { AI 2     82     83 } { AI 1     84 } 
    88 L     17 EV_APV { AI 2     85     86 } { AI 1     87 } 
    89 L     18 EV_APV { AI 2     92     93 } { AI 1     94 } 
    90 L     19 EV_APV { AI 2     95     96 } { AI 1     97 } 
    91 L     20 EV_APV { AI 2    102    103 } { AI 1    104 } 
    92 L     21 EV_APV { AI 2    105    106 } { AI 1    107 } 
    93 L     22 EV_APV { AI 2    108    109 } { AI 1    110 } 
    94 L     23 EV_APV { AI 2    117    118 } { AI 1    119 } 
    95 L     24 EV_APV { AI 2    122    123 } { AI 1    124 } 
    96 L     25 EV_APV { AI 2    125    126 } { AI 1    127 } 
    97 L     26 EV_APV { AI 2    132    133 } { AI 1    134 } 
    98 L     27 EV_APV { AI 2    135    136 } { AI 1    137 } 
    99 L     28 EV_APV { AI 2    142    143 } { AI 1    144 } 
   100 L     29 EV_APV { AI 2    147    148 } { AI 1    149 } 
   101 L     30 EV_APV { AI 2    150    151 } { AI 1    152 } 
   102 L     31 EV_APV { AI 2    157    158 } { AI 1    159 } 
   103 L     32 EV_APV { AI 2    162    163 } { AI 1    164 } 
   104 L     33 EV_APV { AI 2    165    166 } { AI 1    167 } 
   105 L     34 EV_APV { AI 2    172    173 } { AI 1    174 } 
   106 L     35 EV_APV { AI 2    175    176 } { AI 1    177 } 
   107 L     36 EV_APV { AI 2    182    183 } { AI 1    184 } 
   108 L     37 EV_APV { AI 2    185    186 } { AI 1    187 } 
   109 L     38 EV_APV { AI 2    192    193 } { AI 1    194 } 
   110 L     39 EV_APV { AI 2    195    196 } { AI 1    197 } 
   111 L     40 EV_APV { AI 2    202    203 } { AI 1    204 } 
   112 L     41 EV_APV { AI 2    205    206 } { AI 1    207 } 
   113 L     42 EV_APV { AI 2    212    213 } { AI 1    214 } 
   114 L     43 EV_APV { AI 2    215    216 } { AI 1    217 } 
   115 L     44 EV_APV { AI 2    218    219 } { AI 1    220 } 
   116 L     45 EV_APV { AI 2    227    228 } { AI 1    229 } 
   117 L     46 EV_APV { AI 2    232    233 } { AI 1    234 } 
   118 L     47 EV_APV { AI 2    235    236 } { AI 1    237 } 
   119 L     48 EV_APV { AI 2    242    243 } { AI 1    244 } 
   120 L     49 EV_APV { AI 2    245    246 } { AI 1    247 } 
   121 L     50 EV_APV { AI 2    252    253 } { AI 1    254 } 
   122 L     51 EV_APV { AI 2    255    256 } { AI 1    257 } 
   123 L     52 EV_APV { AI 2    262    263 } { AI 1    264 } 
   124 L     53 EV_APV { AI 2    265    266 } { AI 1    267 } 
   125 L     54 EV_APV { AI 2    272    273 } { AI 1    274 } 
   126 L     55 EV_APV { AI 2    275    276 } { AI 1    277 } 
   127 L     56 EV_APV { AI 2    282    283 } { AI 1    284 } 
   128 L     57 EV_APV { AI 2    285    286 } { AI 1    287 } 
   129 L     58 EV_APV { AI 2    292    293 } { AI 1    294 } 
   130 L     59 EV_APV { AI 2    295    296 } { AI 1    297 } 
   131 L     60 EV_APV { AI 2    302    303 } { AI 1    304 } 
   132 L     61 EV_APV { AI 2    307    308 } { AI 1    309 } 
   133 L     62 EV_APV { AI 2    310    311 } { AI 1    312 } 
   134 L     63 EV_APV { AI 2    317    318 } { AI 1    319 } 
   135 L     64 EV_APV { AI 2    320    321 } { AI 1    322 } 
   136 L     65 EV_APV { AI 2    327    328 } { AI 1    329 } 
   137 L     66 EV_APV { AI 2    330    331 } { AI 1    332 } 
   138 L     67 EV_APV { AI 2    337    338 } { AI 1    339 } 
   139 L     68 EV_APV { AI 2    340    341 } { AI 1    342 } 
   140 L     69 EV_APV { AI 2    345    346 } { AI 1    347 } 
   141 L     70 EV_APV { AI 2    348    349 } { AI 1    350 } 
   142 L     71 EV_APV { AI 2    355    356 } { AI 1    357 } 
   143 L     72 EV_APV { AI 2    358    359 } { AI 1    360 } 
   144 L     73 EV_APV { AI 2    363    364 } { AI 1    365 } 
   145 L     74 EV_APV { AI 2    366    367 } { AI 1    368 } 
   146 L     75 EV_APV { AI 2    375    376 } { AI 1    377 } 
   147 L     76 EV_APV { AI 2    378    379 } { AI 1    380 } 
   148 L     77 EV_APV { AI 2    385    386 } { AI 1    387 } 
   149 L     78 EV_APV { AI 2    388    389 } { AI 1    390 } 
   150 L     79 EV_APV { AI 2    395    396 } { AI 1    397 } 
   151 L     80 EV_APV { AI 2    398    399 } { AI 1    400 } 
   152 L     81 EV_APV { AI 2    405    406 } { AI 1    407 } 
   153 L     82 EV_APV { AI 2    408    409 } { AI 1    410 } 
   154 L     83 EV_APV { AI 2    415    416 } { AI 1    417 } 
   155 L     84 EV_APV { AI 2    418    419 } { AI 1    420 } 
   156 L     85 EV_APV { AI 2    421    422 } { AI 1    423 } 
   157 L     86 EV_APV { AI 2    432    433 } { AI 1    434 } 
   158 L     87 EV_APV { AI 2    435    436 } { AI 1    437 } 
   159 L     88 EV_APV { AI 2    440    441 } { AI 1    442 } 
   160 L     89 EV_APV { AI 2    445    446 } { AI 1    447 } 
   161 L     90 EV_APV { AI 2    448    449 } { AI 1    450 } 
   162 L     91 EV_APV { AI 2    455    456 } { AI 1    457 } 
   163 L     92 EV_APV { AI 2    458    459 } { AI 1    460 } 
   164 L     93 EV_APV { AI 2    465    466 } { AI 1    467 } 
   165 L     94 EV_APV { AI 2    468    469 } { AI 1    470 } 
   166 L     95 EV_APV { AI 2    475    476 } { AI 1    477 } 
   167 L     96 EV_APV { AI 2    478    479 } { AI 1    480 } 
   168 L     97 EV_APV { AI 2    483    484 } { AI 1    485 } 
   169 L     98 EV_APV { AI 2    486    487 } { AI 1    488 } 
   170 L     99 EV_APV { AI 2    493    494 } { AI 1    495 } 
   171 L    100 EV_APV { AI 2    496    497 } { AI 1    498 } 
   172 L    101 EV_APV { AI 2    503    504 } { AI 1    505 } 
   173 L    102 EV_APV { AI 2    506    507 } { AI 1    508 } 
   174 L    103 EV_APV { AI 2    509    510 } { AI 1    511 } 
   175 L    104 EV_APV { AI 2    520    521 } { AI 1    522 } 
   176 L    105 EV_APV { AI 2    523    524 } { AI 1    525 } 
   177 L    106 EV_APV { AI 2    530    531 } { AI 1    532 } 
   178 L    107 EV_APV { AI 2    533    534 } { AI 1    535 } 
   179 L    108 EV_APV { AI 2    540    541 } { AI 1    542 } 
   180 L    109 EV_APV { AI 2    543    544 } { AI 1    545 } 
   181 L    110 EV_APV { AI 2    550    551 } { AI 1    552 } 
   182 L    111 EV_APV { AI 2    553    554 } { AI 1    555 } 
   183 L    112 EV_APV { AI 2    560    561 } { AI 1    562 } 
   184 L    113 EV_APV { AI 2    563    564 } { AI 1    565 } 
   185 L    114 EV_APV { AI 2    570    571 } { AI 1    572 } 
   186 L    115 EV_APV { AI 2    575    576 } { AI 1    577 } 
   187 L    116 EV_APV { AI 2    578    579 } { AI 1    580 } 
   188 L    117 EV_APV { AI 2    583    584 } { AI 1    585 } 
   189 L    118 EV_APV { AI 2    586    587 } { AI 1    588 } 
   190 L    119 EV_APV { AI 2    593    594 } { AI 1    595 } 
   191 L    120 EV_APV { AI 2    596    597 } { AI 1    598 } 
   192 L    121 EV_APV { AI 2    603    604 } { AI 1    605 } 
   193 L    122 EV_APV { AI 2    608    609 } { AI 1    610 } 
   194 L    123 EV_APV { AI 2    613    614 } { AI 1    615 } 
   195 L    124 EV_APV { AI 2    616    617 } { AI 1    618 } 
   196 L    125 EV_APV { AI 2    623    624 } { AI 1    625 } 
   197 L    126 EV_APV { AI 2    626    627 } { AI 1    628 } 
   198 L    127 EV_APV { AI 2    633    634 } { AI 1    635 } 
   199 L    128 EV_APV { AI 2    636    637 } { AI 1    638 } 
   200 L    129 EV_APV { AI 2    639    640 } { AI 1    641 } 
   201 L    130 EV_APV { AI 2    648    649 } { AI 1    650 } 
