    53 K2 -1.0584239618652846e-003 -2.9539114622101348e-004 
    54 K2 -1.3181411507196816e-003 -2.4458381295403009e-004 
    55 K2 -1.5999999999999834e-003 -2.7755575615628914e-017 
    56 K2 -1.2932954997120841e-003  2.7681705965398873e-004 
    57 K2 -6.3050217949258552e-004 -1.1151133156650228e-003 
    58 K2 -6.1229349178408554e-004 -1.4782072520180267e-003 
    59 K2 -3.1203425841428573e-004 -1.2381566107640130e-003 
    60 K2  1.3877787807814457e-017 -1.6000000000000181e-003 
    61 K2 -2.6787840265548452e-004 -6.4671567275803588e-004 
    62 K2  1.3877787807814457e-017 -7.0000000000003393e-004 
    63 K2 -3.4946252811788453e-004 -9.0327281101101886e-004 
    64 K2  3.2116873466214724e-005 -1.0928223851870145e-003 
    65 K2  2.6893697096111446e-004 -1.3090410344660242e-003 
    66 K2  4.1678191380241369e-004 -1.0062005488540304e-003 
    67 K2  1.9956709404131412e-004 -8.8009465851601743e-004 
    68 K2 -8.1506965200758147e-004 -2.3294868077902708e-004 
    69 K2 -6.4671567275788322e-004 -2.6787840265501961e-004 
    70 K2 -5.2042409316998411e-004 -6.9682306302501495e-004 
    71 K2 -4.9497474683058568e-004 -4.9497474683002363e-004 
    72 K2  4.9497474683061343e-004  4.9497474683096732e-004 
} 
{ NODE .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
    73 
     0 S      0 
     1 S      1 
     2 S      2 
     3 S      3 
     4 S      4 
     5 S      5 
     6 S      6 
     7 S      7 
     8 S      8 
     9 S      9 
    10 S     10 
    11 S     11 
    12 S     12 
    13 S     13 
    14 S     14 
    15 S     15 
    16 S     16 
    17 S     17 
    18 S     18 
    19 S     19 
    20 S     20 
    21 S     21 
    22 S     22 
    23 S     23 
    24 S     24 
    25 S     25 
    26 S     26 
    27 S     27 
    28 S     28 
    29 S     29 
    30 S     30 
    31 S     31 
    32 S     32 
    33 S     33 
    34 S     34 
    35 S     35 
    36 S     36 
    37 S     37 
    38 S     38 
    39 S     39 
    40 S     40 
    41 S     41 
    42 S     42 
    43 S     43 
    44 S     44 
    45 S     45 
    46 S     46 
    47 S     47 
    48 S     48 
    49 S     49 
    50 S     50 
    51 S     51 
    52 S     52 
    53 S     53 
    54 S     54 
    55 S     55 
    56 S     56 
    57 S     57 
    58 S     58 
    59 S     59 
    60 S     60 
    61 S     61 
    62 S     62 
    63 S     63 
    64 S     64 
    65 S     65 
    66 S     66 
    67 S     67 
    68 S     68 
    69 S     69 
    70 S     70 
    71 S     71 
    72 S     72 
} 
{ EDGE .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
   187 
     0 S      1      2 
     1 S      0      2 
     2 S      0      1 
     3 S      3      1 
     4 S      3      0 
     5 S      1      4 
     6 S      3      4 
     7 S      5      4 
     8 S      3      5 
     9 S      6      4 
    10 S      6      5 
    11 S      7      4 
    12 S      6      7 
    13 S      5      8 
    14 S      3      8 
    15 S      9      8 
    16 S      9      5 
    17 S      2     10 
    18 S      1     10 
    19 S     11     10 
    20 S     11      2 
    21 S     12     10 
    22 S     12      1 
    23 S     13     10 
    24 S     11     13 
    25 S     10     14 
    26 S     13     14 
    27 S     15     13 
    28 S     11     15 
    29 S      0     16 
    30 S      3     16 
    31 S     16     17 
    32 S      0     17 
    33 S      8     16 
    34 S     18      8 
    35 S      9     18 
    36 S      8     19 
    37 S     18     19 
    38 S     18     21 
    39 S     20     21 
    40 S     20     18 
    41 S     21     19 
    42 S     19     22 
    43 S     21     22 
    44 S     23     22 
    45 S     19     23 
    46 S     24     22 
    47 S     24     23 
    48 S     19     25 
    49 S      8     25 
    50 S     23     25 
    51 S     17     25 
    52 S     23     17 
    53 S      6      9 
    54 S     13     26 
    55 S     15     26 
    56 S     27     26 
    57 S     27     15 
    58 S     26     28 
    59 S     27     28 
    60 S     29     28 
    61 S     29     26 
    62 S     28     30 
    63 S     27     30 
    64 S     31     30 
    65 S     27     31 
    66 S     32     30 
    67 S     32     28 
    68 S     33     30 
    69 S     32     33 
    70 S     34     33 
    71 S     34     32 
    72 S     31     33 
    73 S     35     33 
    74 S     35     31 
    75 S     34     35 
    76 S     36     32 
    77 S     36     34 
    78 S     35     37 
    79 S     34     37 
    80 S     37     38 
    81 S     35     38 
    82 S     28     39 
    83 S     29     39 
    84 S     40     39 
    85 S     40     29 
    86 S     41     39 
    87 S     41     40 
    88 S     42     39 
    89 S     28     42 
    90 S     41     42 
    91 S     43     42 
    92 S     41     43 
    93 S     44     34 
    94 S     36     44 
    95 S     29     13 
    96 S     29     14 
    97 S     21     45 
    98 S     20     45 
    99 S     46     45 
   100 S     20     46 
   101 S     45     47 
   102 S     46     47 
   103 S     49     50 
   104 S     48     50 
   105 S     48     49 
   106 S     51     49 
   107 S     51     48 
   108 S     49     52 
   109 S     51     52 
   110 S     52     53 
   111 S     49     53 
   112 S     50     54 
   113 S     49     54 
   114 S     55     54 
   115 S     55     50 
   116 S     53     54 
   117 S     45     54 
   118 S     45     53 
   119 S     56     54 
   120 S     45     56 
   121 S     55     56 
   122 S     24     56 
   123 S     55     24 
   124 S     48     57 
   125 S     51     57 
   126 S     58     57 
   127 S     48     58 
   128 S     59     57 
   129 S     58     59 
   130 S     60     59 
   131 S     60     58 
   132 S     62     63 
   133 S     61     63 
   134 S     61     62 
   135 S     64     63 
   136 S     62     64 
   137 S     63     59 
   138 S     64     59 
   139 S     64     60 
   140 S     63     57 
   141 S     60     65 
   142 S     64     65 
   143 S     38     65 
   144 S     60     38 
   145 S     66     65 
   146 S     64     66 
   147 S     67     66 
   148 S     64     67 
   149 S     44     66 
   150 S     44     67 
   151 S     53     68 
   152 S     52     68 
   153 S     69     68 
   154 S     69     52 
   155 S     46     68 
   156 S     69     46 
   157 S     63     70 
   158 S     61     70 
   159 S     71     70 
   160 S     71     61 
   161 S     52     70 
   162 S     71     52 
   163 S     51     70 
   164 S     53     47 
   165 S     62     67 
   166 S     62     44 
   167 S     68     47 
   168 S     51     63 
   169 S     21     56 
   170 S     56     22 
   171 S     40     14 
   172 S     72     14 
   173 S     72     40 
   174 S     37     65 
   175 S     66     37 
   176 S     34     66 
   177 S     12      4 
   178 S      7     12 
   179 S     72     12 
   180 S      7     72 
   181 S     43     32 
   182 S     43     36 
   183 S     32     42 
   184 S     12     14 
   185 S     16     25 
   186 S     71     69 
} 
{ FACE .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
   114 
     0 T      0      1      2 
     1 T      2      3      4 
     2 T      5      6      3 
     3 T      7      6      8 
     4 T      7      9     10 
     5 T     11      9     12 
     6 T     13     14      8 
     7 T     13     15     16 
     8 T     17     18      0 
     9 T     17     19     20 
    10 T     18     21     22 
    11 T     23     19     24 
    12 T     25     26     23 
    13 T     27     24     28 
    14 T     29     30      4 
    15 T     31     32     29 
    16 T     33     30     14 
    17 T     34     15     35 
    18 T     36     37     34 
    19 T     38     39     40 
    20 T     41     37     38 
    21 T     42     43     41 
    22 T     44     42     45 
    23 T     44     46     47 
    24 T     48     49     36 
    25 T     50     48     45 
    26 T     51     50     52 
    27 T     16     10     53 
    28 T     54     55     27 
    29 T     55     56     57 
    30 T     58     59     56 
    31 T     58     60     61 
    32 T     62     63     59 
    33 T     64     63     65 
    34 T     62     66     67 
    35 T     68     66     69 
    36 T     69     70     71 
    37 T     72     73     74 
    38 T     73     70     75 
    39 T     71     76     77 
    40 T     78     79     75 
    41 T     80     81     78 
    42 T     68     64     72 
    43 T     82     83     60 
    44 T     83     84     85 
    45 T     84     86     87 
    46 T     88     82     89 
    47 T     88     86     90 
    48 T     91     90     92 
    49 T     93     77     94 
    50 T     54     61     95 
    51 T     26     96     95 
    52 T     97     98     39 
    53 T     99     98    100 
    54 T    101    102     99 
    55 T    103    104    105 
    56 T    105    106    107 
    57 T    108    109    106 
    58 T    110    111    108 
    59 T    112    113    103 
    60 T    112    114    115 
    61 T    116    113    111 
    62 T    116    117    118 
    63 T    119    117    120 
    64 T    119    114    121 
    65 T    122    121    123 
    66 T    124    125    107 
    67 T    126    124    127 
    68 T    128    126    129 
    69 T    129    130    131 
    70 T    132    133    134 
    71 T    135    132    136 
    72 T    137    138    135 
    73 T    130    138    139 
    74 T    128    140    137 
    75 T    141    142    139 
    76 T    143    141    144 
    77 T    145    142    146 
    78 T    147    146    148 
    79 T    147    149    150 
    80 T    151    152    110 
    81 T    152    153    154 
    82 T    155    153    156 
    83 T    157    158    133 
    84 T    158    159    160 
    85 T    161    159    162 
    86 T    161    163    109 
    87 T    164    101    118 
    88 T    150    165    166 
    89 T    167    164    151 
    90 T    167    102    155 
    91 T    140    125    168 
    92 T    157    163    168 
    93 T    120    169     97 
    94 T    170     43    169 
    95 T    170     46    122 
    96 T    148    165    136 
    97 T     96    171     85 
    98 T    171    172    173 
    99 T    143    174     80 
   100 T    174    145    175 
   101 T    175     79    176 
   102 T    176    149     93 
   103 T      5    177     22 
   104 T    177     11    178 
   105 T    179    178    180 
   106 T     76    181    182 
   107 T    183     91    181 
   108 T     89    183     67 
   109 T    184    172    179 
   110 T     25    184     21 
   111 T    185     49     33 
   112 T     51    185     31 
   113 T    154    162    186 
} 
{ POLY_EDGES .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
     4 
     0 S COAX_PIN_4_1 { AI 16    156    186    160    134    166     94    182     92 
   100     40    180     12     53     35     87    173 
} 
     1 S Coaxes { AI 16    104    115    123    127    131    144     47     52 
    81     74     65     57      1     20     28     32 
} 
     2 S WavePort15 { AI 16    156    186    160    134    166     94    182     92 
   100     40    180     12     53     35     87    173 
} 
     3 S sP_COAX_PIN_4_1 { AI 3     85     61     56 } 
} 
{ POLY_FACES .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
     1 
     0 S COAX_4_1 { AI 114      0      1      2      3      4      5      6      7 
     8      9     10     11     12     13     14     15 
    16     17     18     19     20     21     22     23 
    24     25     26     27     28     29     30     31 
    32     33     34     35     36     37     38     39 
    40     41     42     43     44     45     46     47 
    48     49     50     51     52     53     54     55 
    56     57     58     59     60     61     62     63 
    64     65     66     67     68     69     70     71 
    72     73     74     75     76     77     78     79 
    80     81     82     83     84     85     86     87 
    88     89     90     91     92     93     94     95 
    96     97     98     99    100    101    102    103 
   104    105    106    107    108    109    110    111 
   112    113 } 
} 
{ MESH .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
     6 
Positions .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
Nodes .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
Edges .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
Faces .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
PolyEdges .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
PolyFaces .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
} 
{ CARRIER .\3x5patch_2ndOrderWavePort15\3x5patch_2ndOrderWavePort15 
   374 
     0 N      0 EV_APV { AI 1      9 } { AI 1     14 } 
     1 N      1 EV_APV { AI 1     10 } { AI 1     15 } 
     2 N      2 EV_APV { AI 1     11 } { AI 1     16 } 
     3 N      3 EV_APV { AI 1     23 } { AI 1     26 } 
     4 N      4 EV_APV { AI 1     33 } { AI 1     36 } 
     5 N      5 EV_APV { AI 1     43 } { AI 1     46 } 
     6 N      6 EV_APV { AI 1     53 } { AI 1     56 } 
     7 N      7 EV_APV { AI 1     63 } { AI 1     66 } 
     8 N      8 EV_APV { AI 1     73 } { AI 1     76 } 
     9 N      9 EV_APV { AI 1     83 } { AI 1     86 } 
    10 N     10 EV_APV { AI 1     93 } { AI 1     96 } 
    11 N     11 EV_APV { AI 1    103 } { AI 1    106 } 
    12 N     12 EV_APV { AI 1    113 } { AI 1    116 } 
    13 N     13 EV_APV { AI 1    123 } { AI 1    126 } 
    14 N     14 EV_APV { AI 1    133 } { AI 1    136 } 
    15 N     15 EV_APV { AI 1    143 } { AI 1    146 } 
    16 N     16 EV_APV { AI 1    153 } { AI 1    156 } 
    17 N     17 EV_APV { AI 1    163 } { AI 1    166 } 
    18 N     18 EV_APV { AI 1    178 } { AI 1    181 } 
    19 N     19 EV_APV { AI 1    188 } { AI 1    191 } 
    20 N     20 EV_APV { AI 1    201 } { AI 1    205 } 
    21 N     21 EV_APV { AI 1    202 } { AI 1    206 } 
    22 N     22 EV_APV { AI 1    218 } { AI 1    221 } 
    23 N     23 EV_APV { AI 1    228 } { AI 1    231 } 
    24 N     24 EV_APV { AI 1    238 } { AI 1    241 } 
    25 N     25 EV_APV { AI 1    248 } { AI 1    251 } 
    26 N     26 EV_APV { AI 1    276 } { AI 1    279 } 
    27 N     27 EV_APV { AI 1    286 } { AI 1    289 } 
    28 N     28 EV_APV { AI 1    296 } { AI 1    299 } 
    29 N     29 EV_APV { AI 1    306 } { AI 1    309 } 
    30 N     30 EV_APV { AI 1    316 } { AI 1    319 } 
    31 N     31 EV_APV { AI 1    326 } { AI 1    329 } 
    32 N     32 EV_APV { AI 1    336 } { AI 1    339 } 
    33 N     33 EV_APV { AI 1    346 } { AI 1    349 } 
    34 N     34 EV_APV { AI 1    356 } { AI 1    359 } 
    35 N     35 EV_APV { AI 1    369 } { AI 1    372 } 
    36 N     36 EV_APV { AI 1    384 } { AI 1    387 } 
    37 N     37 EV_APV { AI 1    394 } { AI 1    397 } 
    38 N     38 EV_APV { AI 1    404 } { AI 1    407 } 
    39 N     39 EV_APV { AI 1    416 } { AI 1    419 } 
    40 N     40 EV_APV { AI 1    426 } { AI 1    429 } 
    41 N     41 EV_APV { AI 1    436 } { AI 1    439 } 
    42 N     42 EV_APV { AI 1    446 } { AI 1    449 } 
    43 N     43 EV_APV { AI 1    461 } { AI 1    464 } 
    44 N     44 EV_APV { AI 1    471 } { AI 1    474 } 
    45 N     45 EV_APV { AI 1    491 } { AI 1    494 } 
    46 N     46 EV_APV { AI 1    501 } { AI 1    504 } 
    47 N     47 EV_APV { AI 1    511 } { AI 1    514 } 
    48 N     48 EV_APV { AI 1    524 } { AI 1    529 } 
    49 N     49 EV_APV { AI 1    525 } { AI 1    530 } 
    50 N     50 EV_APV { AI 1    526 } { AI 1    531 } 
    51 N     51 EV_APV { AI 1    538 } { AI 1    541 } 
    52 N     52 EV_APV { AI 1    548 } { AI 1    551 } 
    53 N     53 EV_APV { AI 1    558 } { AI 1    561 } 
    54 N     54 EV_APV { AI 1    568 } { AI 1    571 } 
    55 N     55 EV_APV { AI 1    578 } { AI 1    581 } 
    56 N     56 EV_APV { AI 1    601 } { AI 1    604 } 
    57 N     57 EV_APV { AI 1    624 } { AI 1    627 } 
    58 N     58 EV_APV { AI 1    634 } { AI 1    637 } 
    59 N     59 EV_APV { AI 1    644 } { AI 1    647 } 
    60 N     60 EV_APV { AI 1    654 } { AI 1    657 } 
    61 N     61 EV_APV { AI 1    667 } { AI 1    672 } 
    62 N     62 EV_APV { AI 1    668 } { AI 1    673 } 
    63 N     63 EV_APV { AI 1    669 } { AI 1    674 } 
    64 N     64 EV_APV { AI 1    681 } { AI 1    684 } 
    65 N     65 EV_APV { AI 1    709 } { AI 1    712 } 
    66 N     66 EV_APV { AI 1    727 } { AI 1    730 } 
    67 N     67 EV_APV { AI 1    737 } { AI 1    740 } 
    68 N     68 EV_APV { AI 1    755 } { AI 1    758 } 
    69 N     69 EV_APV { AI 1    765 } { AI 1    768 } 
    70 N     70 EV_APV { AI 1    783 } { AI 1    786 } 
    71 N     71 EV_APV { AI 1    793 } { AI 1    796 } 
    72 N     72 EV_APV { AI 1    862 } { AI 1    865 } 
    73 L      0 EV_APV { AI 2      0      1 } { AI 1      2 } 
    74 L      1 EV_APV { AI 2      3      4 } { AI 1      5 } 
    75 L      2 EV_APV { AI 2      6      7 } { AI 1      8 } 
    76 L      3 EV_APV { AI 2     17     18 } { AI 1     19 } 
    77 L      4 EV_APV { AI 2     20     21 } { AI 1     22 } 
    78 L      5 EV_APV { AI 2     27     28 } { AI 1     29 } 
    79 L      6 EV_APV { AI 2     30     31 } { AI 1     32 } 
    80 L      7 EV_APV { AI 2     37     38 } { AI 1     39 } 
    81 L      8 EV_APV { AI 2     40     41 } { AI 1     42 } 
    82 L      9 EV_APV { AI 2     47     48 } { AI 1     49 } 
    83 L     10 EV_APV { AI 2     50     51 } { AI 1     52 } 
    84 L     11 EV_APV { AI 2     57     58 } { AI 1     59 } 
    85 L     12 EV_APV { AI 2     60     61 } { AI 1     62 } 
    86 L     13 EV_APV { AI 2     67     68 } { AI 1     69 } 
    87 L     14 EV_APV { AI 2     70     71 } { AI 1     72 } 
    88 L     15 EV_APV { AI 2     77     78 } { AI 1     79 } 
    89 L     16 EV_APV { AI 2     80     81 } { AI 1     82 } 
    90 L     17 EV_APV { AI 2     87     88 } { AI 1     89 } 
    91 L     18 EV_APV { AI 2     90     91 } { AI 1     92 } 
    92 L     19 EV_APV { AI 2     97     98 } { AI 1     99 } 
    93 L     20 EV_APV { AI 2    100    101 } { AI 1    102 } 
    94 L     21 EV_APV { AI 2    107    108 } { AI 1    109 } 
    95 L     22 EV_APV { AI 2    110    111 } { AI 1    112 } 
    96 L     23 EV_APV { AI 2    117    118 } { AI 1    119 } 
    97 L     24 EV_APV { AI 2    120    121 } { AI 1    122 } 
    98 L     25 EV_APV { AI 2    127    128 } { AI 1    129 } 
    99 L     26 EV_APV { AI 2    130    131 } { AI 1    132 } 
   100 L     27 EV_APV { AI 2    137    138 } { AI 1    139 } 
   101 L     28 EV_APV { AI 2    140    141 } { AI 1    142 } 
   102 L     29 EV_APV { AI 2    147    148 } { AI 1    149 } 
   103 L     30 EV_APV { AI 2    150    151 } { AI 1    152 } 
   104 L     31 EV_APV { AI 2    157    158 } { AI 1    159 } 
   105 L     32 EV_APV { AI 2    160    161 } { AI 1    162 } 
   106 L     33 EV_APV { AI 2    167    168 } { AI 1    169 } 
   107 L     34 EV_APV { AI 2    172    173 } { AI 1    174 } 
   108 L     35 EV_APV { AI 2    175    176 } { AI 1    177 } 
   109 L     36 EV_APV { AI 2    182    183 } { AI 1    184 } 
   110 L     37 EV_APV { AI 2    185    186 } { AI 1    187 } 
   111 L     38 EV_APV { AI 2    192    193 } { AI 1    194 } 
   112 L     39 EV_APV { AI 2    195    196 } { AI 1    197 } 
   113 L     40 EV_APV { AI 2    198    199 } { AI 1    200 } 
   114 L     41 EV_APV { AI 2    207    208 } { AI 1    209 } 
   115 L     42 EV_APV { AI 2    212    213 } { AI 1    214 } 
   116 L     43 EV_APV { AI 2    215    216 } { AI 1    217 } 
   117 L     44 EV_APV { AI 2    222    223 } { AI 1    224 } 
   118 L     45 EV_APV { AI 2    225    226 } { AI 1    227 } 
   119 L     46 EV_APV { AI 2    232    233 } { AI 1    234 } 
   120 L     47 EV_APV { AI 2    235    236 } { AI 1    237 } 
   121 L     48 EV_APV { AI 2    242    243 } { AI 1    244 } 
   122 L     49 EV_APV { AI 2    245    246 } { AI 1    247 } 
   123 L     50 EV_APV { AI 2    252    253 } { AI 1    254 } 
   124 L     51 EV_APV { AI 2    257    258 } { AI 1    259 } 
   125 L     52 EV_APV { AI 2    260    261 } { AI 1    262 } 
   126 L     53 EV_APV { AI 2    265    266 } { AI 1    267 } 
   127 L     54 EV_APV { AI 2    270    271 } { AI 1    272 } 
   128 L     55 EV_APV { AI 2    273    274 } { AI 1    275 } 
   129 L     56 EV_APV { AI 2    280    281 } { AI 1    282 } 
   130 L     57 EV_APV { AI 2    283    284 } { AI 1    285 } 
   131 L     58 EV_APV { AI 2    290    291 } { AI 1    292 } 
   132 L     59 EV_APV { AI 2    293    294 } { AI 1    295 } 
   133 L     60 EV_APV { AI 2    300    301 } { AI 1    302 } 
   134 L     61 EV_APV { AI 2    303    304 } { AI 1    305 } 
   135 L     62 EV_APV { AI 2    310    311 } { AI 1    312 } 
   136 L     63 EV_APV { AI 2    313    314 } { AI 1    315 } 
   137 L     64 EV_APV { AI 2    320    321 } { AI 1    322 } 
   138 L     65 EV_APV { AI 2    323    324 } { AI 1    325 } 
   139 L     66 EV_APV { AI 2    330    331 } { AI 1    332 } 
   140 L     67 EV_APV { AI 2    333    334 } { AI 1    335 } 
   141 L     68 EV_APV { AI 2    340    341 } { AI 1    342 } 
   142 L     69 EV_APV { AI 2    343    344 } { AI 1    345 } 
   143 L     70 EV_APV { AI 2    350    351 } { AI 1    352 } 
   144 L     71 EV_APV { AI 2    353    354 } { AI 1    355 } 
   145 L     72 EV_APV { AI 2    360    361 } { AI 1    362 } 
   146 L     73 EV_APV { AI 2    363    364 } { AI 1    365 } 
   147 L     74 EV_APV { AI 2    366    367 } { AI 1    368 } 
   148 L     75 EV_APV { AI 2    373    374 } { AI 1    375 } 
   149 L     76 EV_APV { AI 2    378    379 } { AI 1    380 } 
   150 L     77 EV_APV { AI 2    381    382 } { AI 1    383 } 
   151 L     78 EV_APV { AI 2    388    389 } { AI 1    390 } 
   152 L     79 EV_APV { AI 2    391    392 } { AI 1    393 } 
   153 L     80 EV_APV { AI 2    398    399 } { AI 1    400 } 
   154 L     81 EV_APV { AI 2    401    402 } { AI 1    403 } 
   155 L     82 EV_APV { AI 2    410    411 } { AI 1    412 } 
   156 L     83 EV_APV { AI 2    413    414 } { AI 1    415 } 
   157 L     84 EV_APV { AI 2    420    421 } { AI 1    422 } 
   158 L     85 EV_APV { AI 2    423    424 } { AI 1    425 } 
   159 L     86 EV_APV { AI 2    430    431 } { AI 1    432 } 
   160 L     87 EV_APV { AI 2    433    434 } { AI 1    435 } 
   161 L     88 EV_APV { AI 2    440    441 } { AI 1    442 } 
   162 L     89 EV_APV { AI 2    443    444 } { AI 1    445 } 
   163 L     90 EV_APV { AI 2    450    451 } { AI 1    452 } 
   164 L     91 EV_APV { AI 2    455    456 } { AI 1    457 } 
   165 L     92 EV_APV { AI 2    458    459 } { AI 1    460 } 
   166 L     93 EV_APV { AI 2    465    466 } { AI 1    467 } 
   167 L     94 EV_APV { AI 2    468    469 } { AI 1    470 } 
   168 L     95 EV_APV { AI 2    475    476 } { AI 1    477 } 
   169 L     96 EV_APV { AI 2    480    481 } { AI 1    482 } 
   170 L     97 EV_APV { AI 2    485    486 } { AI 1    487 } 
   171 L     98 EV_APV { AI 2    488    489 } { AI 1    490 } 
   172 L     99 EV_APV { AI 2    495    496 } { AI 1    497 } 
   173 L    100 EV_APV { AI 2    498    499 } { AI 1    500 } 
   174 L    101 EV_APV { AI 2    505    506 } { AI 1    507 } 
   175 L    102 EV_APV { AI 2    508    509 } { AI 1    510 } 
   176 L    103 EV_APV { AI 2    515    516 } { AI 1    517 } 
   177 L    104 EV_APV { AI 2    518    519 } { AI 1    520 } 
   178 L    105 EV_APV { AI 2    521    522 } { AI 1    523 } 
   179 L    106 EV_APV { AI 2    532    533 } { AI 1    534 } 
   180 L    107 EV_APV { AI 2    535    536 } { AI 1    537 } 
   181 L    108 EV_APV { AI 2    542    543 } { AI 1    544 } 
   182 L    109 EV_APV { AI 2    545    546 } { AI 1    547 } 
   183 L    110 EV_APV { AI 2    552    553 } { AI 1    554 } 
   184 L    111 EV_APV { AI 2    555    556 } { AI 1    557 } 
   185 L    112 EV_APV { AI 2    562    563 } { AI 1    564 } 
   186 L    113 EV_APV { AI 2    565    566 } { AI 1    567 } 
   187 L    114 EV_APV { AI 2    572    573 } { AI 1    574 } 
   188 L    115 EV_APV { AI 2    575    576 } { AI 1    577 } 
   189 L    116 EV_APV { AI 2    582    583 } { AI 1    584 } 
   190 L    117 EV_APV { AI 2    587    588 } { AI 1    589 } 
   191 L    118 EV_APV { AI 2    590    591 } { AI 1    592 } 
   192 L    119 EV_APV { AI 2    595    596 } { AI 1    597 } 
   193 L    120 EV_APV { AI 2    598    599 } { AI 1    600 } 
   194 L    121 EV_APV { AI 2    605    606 } { AI 1    607 } 
   195 L    122 EV_APV { AI 2    610    611 } { AI 1    612 } 
   196 L    123 EV_APV { AI 2    613    614 } { AI 1    615 } 
   197 L    124 EV_APV { AI 2    618    619 } { AI 1    620 } 
   198 L    125 EV_APV { AI 2    621    622 } { AI 1    623 } 
